species,species_group,article_classified,birdbase,birds_of_the_world,eubirds,hand_entered,partners_in_flight,peterjohn_2006,vickery_1999,analysis_class,include
northern_rosella,species,NA,woodland; artificial; coastal,NA,NA,NA,NA,NA,NA,woodland,FALSE
northern_rough_winged_swallow,species,NA,shrub; artificial; wetlands_lakes_marsh,NA,NA,NA,Open Country Aerial:  Habitat Mosaic; Wetlands Aerial:  Lakes and Rivers,NA,NA,facultative,TRUE
northern_royal_albatross,species,NA,shrub; pelagic,NA,NA,NA,NA,NA,NA,shrub,FALSE
northern_royal_flycatcher,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
northern_rufous_capped_antshrike,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
northern_rufous_hornbill,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
northern_rufous_paradise_flycatcher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
northern_rufous_winged_antwren,species,NA,forest; woodland; shrub; rocky_areas; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
northern_saw_whet_owl,species,NA,forest; woodland; shrub; wetlands_lakes_marsh,NA,NA,NA,Forests:  Boreal; Forests:  Temperate Western; Forests:  Temperate Generalist,NA,NA,shrub,FALSE
northern_schiffornis,species,NA,NA,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
northern_screamer,species,NA,riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
northern_scrub_flycatcher,species,NA,woodland; shrub; desert; coastal,NA,NA,NA,Coasts:  Mangroves; Forests:  Tropical Dry,NA,NA,shrub,FALSE
northern_scrub_robin,species,NA,forest; riparian; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
northern_shoveler,species,NA,grasslands; artificial; coastal; wetlands_lakes_marsh,NA,woodland; grassland; freshwater,NA,Wetlands:  Seasonally Wet Grasslands; Wetlands:  Freshwater Marsh; Wetlands:  Generalist,NA,facultative,facultative,TRUE
northern_shrike,species,NA,NA,NA,NA,NA,Forests:  Boreal; Tundra:  Arctic; Open Country:  Habitat Mosaic,NA,facultative,facultative,TRUE
northern_shrike_tit,species,NA,woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
northern_silvery_grebe,species,NA,wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
northern_silvery_kingfisher,species,NA,forest; artificial; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
northern_slaty_antshrike,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
northern_sooty_woodpecker,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
northern_spot_crowned_woodcreeper,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
northern_spotted_woodcreeper,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
northern_streaked_flycatcher,species,NA,forest; woodland; shrub; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
northern_surucua_trogon,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
northern_tropical_pewee,species,NA,forest; woodland; shrub; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
northern_variable_pitohui,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
northern_waterthrush,species,NA,forest; woodland; shrub; artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,Forests:  Boreal; Forests:  Temperate Eastern; Coasts:  Mangroves; Wetlands:  Forested,NA,NA,shrub,FALSE
northern_wheatear,species,NA,shrub; savannah; grasslands; plains; rocky_areas; artificial; riparian,NA,tundra; grassland; mountain_meadows; rocks,NA,Tundra:  Arctic; Tundra:  Alpine; Open Country:  Habitat Mosaic,NA,NA,facultative,TRUE
northern_white_crowned_shrike,species,NA,forest; woodland; shrub; desert,NA,NA,NA,NA,NA,NA,shrub,FALSE
northern_white_faced_owl,species,NA,woodland; savannah; desert; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
northern_white_fringed_antwren,species,NA,woodland; shrub; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
northern_white_necked_myna,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
northern_wing_banded_antbird,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
northern_wren,species,NA,forest; shrub; rocky_areas; artificial; riparian; wetlands_lakes_marsh,NA,deciduous_forest; coniferous_forest; woodland,NA,NA,NA,NA,shrub,FALSE
northwestern_crow,species,NA,woodland; rocky_areas; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,woodland,FALSE
nubian_bustard,species,NA,shrub; savannah; desert,NA,NA,NA,NA,NA,NA,facultative,TRUE
nubian_nightjar,species,NA,shrub; desert; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
nubian_woodpecker,species,NA,woodland; shrub; savannah; grasslands; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
nuku_hiva_imperial_pigeon,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
nuku_hiva_monarch,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
nullarbor_quail_thrush,species,NA,plains,NA,NA,NA,NA,NA,NA,facultative,TRUE
numfor_leaf_warbler,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
numfor_paradise_kingfisher,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
nusa_tenggara_paradise_flycatcher,species,NA,forest; bamboo; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
nuthatch_vanga,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
nuttalls_woodpecker,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,Forests:  Temperate Western,NA,NA,shrub,FALSE
nuttings_flycatcher,species,NA,forest; woodland; shrub,NA,NA,NA,Forests:  Tropical Dry,NA,NA,shrub,FALSE
nyanza_swift,species,NA,rocky_areas; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
nyasa_lovebird,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
oahu_akepa,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
oahu_akialoa,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
oahu_alauahio,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
oahu_amakihi,species,NA,forest; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
oahu_elepaio,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
oahu_nukupuu,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
oahu_oo,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
oak_titmouse,species,NA,forest; woodland; riparian,NA,NA,NA,Forests:  Temperate Western,NA,NA,woodland,FALSE
oasis_hummingbird,species,NA,shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
oaxaca_hummingbird,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
oaxaca_sparrow,species,NA,shrub,NA,NA,NA,Forests:  Tropical Dry,NA,facultative,facultative,TRUE
obbia_lark,species,NA,shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
oberländers_ground_thrush,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
obi_cicadabird,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
obi_fantail,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
obi_golden_bulbul,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
obi_myzomela,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
obi_paradise_crow,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
obligate_grassland_species,guild,obligate,NA,NA,NA,NA,NA,NA,NA,obligate,TRUE
obscure_berrypecker,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
obscure_honeyeater,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
oceanic_eclectus,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ocellated_antbird,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
ocellated_crake,species,NA,shrub; grasslands; wetlands_lakes_marsh,NA,NA,NA,Grasslands:  Tropical,NA,NA,facultative,TRUE
ocellated_piculet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ocellated_poorwill,species,NA,forest,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
ocellated_quail,species,NA,woodland,NA,NA,NA,Forests:  Mesoamerican Pine-Oak,NA,obligate,obligate,TRUE
ocellated_tapaculo,species,NA,forest; bamboo; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
ocellated_thrasher,species,NA,forest; shrub,NA,NA,NA,Aridlands:  Desert Scrub; Forests:  Mesoamerican Pine-Oak,NA,NA,shrub,FALSE
ocellated_turkey,species,NA,forest; grasslands; artificial; wetlands_lakes_marsh,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,facultative,TRUE
ocellated_woodcreeper,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochraceous_attila,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
ochraceous_breasted_flycatcher,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
ochraceous_bulbul,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ochraceous_pewee,species,NA,forest; shrub; riparian,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
ochraceous_piculet,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochraceous_wren,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
ochre_backed_woodpecker,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochre_bellied_boobook,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
ochre_bellied_dove,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochre_bellied_flycatcher,species,NA,forest,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
ochre_breasted_antpitta,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
ochre_breasted_brushfinch,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochre_breasted_catbird,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ochre_breasted_foliage_gleaner,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ochre_breasted_pipit,species,NA,savannah; grasslands; rocky_areas; artificial,NA,NA,NA,NA,NA,obligate,obligate,TRUE
ochre_breasted_tanager,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochre_browed_thistletail,species,NA,forest; woodland; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
ochre_cheeked_spinetail,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochre_collared_monarch,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ochre_collared_piculet,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochre_faced_tody_flycatcher,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochre_flanked_tapaculo,species,NA,forest; bamboo; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochre_fronted_antpitta,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ochre_lored_flatbill,species,NA,forest; woodland; shrub; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochre_marked_parakeet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ochre_naped_ground_tyrant,species,NA,grasslands; rocky_areas; wetlands_lakes_marsh,NA,NA,NA,NA,NA,facultative,facultative,TRUE
ochre_rumped_antbird,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochre_rumped_bunting,species,NA,grasslands; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
ochre_striped_antpitta,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
ochre_throated_foliage_gleaner,species,NA,forest; shrub; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
ochre_winged_trumpeter,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ogea_monarch,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
oilbird,species,NA,forest; rocky_areas,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
okarito_kiwi,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
okinawa_rail,species,NA,forest; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
okinawa_robin,species,NA,forest; bamboo; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
okinawa_woodpecker,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
oleaginous_hemispingus,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
olivaceous_elaenia,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
olivaceous_flatbill,species,NA,NA,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
olivaceous_flycatcher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olivaceous_greenlet,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
olivaceous_mourner,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olivaceous_piculet,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
olivaceous_piha,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olivaceous_siskin,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olivaceous_thornbill,species,NA,forest; woodland; shrub; grasslands,NA,NA,NA,NA,NA,obligate,obligate,TRUE
olivaceous_woodcreeper,species,NA,NA,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
olive_backed_euphonia,species,NA,forest; shrub; artificial,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
olive_backed_flowerpecker,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_backed_foliage_gleaner,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_backed_forest_robin,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_backed_oriole,species,NA,forest; woodland; savannah,NA,NA,NA,NA,NA,NA,facultative,TRUE
olive_backed_pipit,species,NA,forest; shrub; grasslands; plains; rocky_areas; artificial; wetlands_lakes_marsh,NA,coniferous_forest; woodland,NA,NA,NA,NA,facultative,TRUE
olive_backed_quail_dove,species,NA,forest,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
olive_backed_sunbird,species,NA,forest; shrub; plains; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
olive_backed_tailorbird,species,NA,forest; bamboo; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_backed_tanager,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_backed_woodcreeper,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_backed_woodpecker,species,NA,forest; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_bee_eater,species,NA,forest; woodland; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,woodland,FALSE
olive_bellied_sunbird,species,NA,forest; woodland; shrub; savannah; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
olive_breasted_greenbul,species,NA,forest; bamboo; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_bulbul,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_bushshrike,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_capped_coua,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_capped_flowerpecker,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_capped_warbler,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_chested_flycatcher,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_crowned_crescentchest,species,NA,shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
olive_crowned_flowerpecker,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_crowned_greenlet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_crowned_yellowthroat,species,NA,shrub; grasslands; riparian; wetlands_lakes_marsh,NA,NA,NA,Forests:  Tropical Montane Evergreen; Wetlands:  Freshwater Marsh,NA,NA,facultative,TRUE
olive_faced_flatbill,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_finch,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_flanked_robin_chat,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_flycatcher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_flyrobin,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_green_camaroptera,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_green_tanager,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_green_tyrannulet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_grey_saltator,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_headed_bulbul,species,NA,forest; artificial; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_headed_lorikeet,species,NA,forest; woodland; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
olive_headed_weaver,species,NA,woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
olive_honeyeater,species,NA,forest; shrub; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_ibis,species,NA,forest; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_long_tailed_cuckoo,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_manakin,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
olive_naped_weaver,species,NA,forest; savannah; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
olive_oropendola,species,NA,forest; bamboo; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_sided_flycatcher,species,NA,forest; shrub,NA,NA,NA,Forests:  Boreal; Forests:  Temperate Western; Forests:  Tropical Montane Evergreen; Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
olive_sparrow,species,NA,forest; woodland; shrub,NA,NA,NA,Forests:  Tropical Dry,NA,NA,shrub,FALSE
olive_spinetail,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
olive_spotted_hummingbird,species,NA,shrub; grasslands; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
olive_straightbill,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_streaked_flycatcher,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
olive_striped_flycatcher,species,NA,forest; woodland; artificial; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
olive_sunbird,species,NA,forest; woodland; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_throated_parakeet,species,NA,NA,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
olive_thrush,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_tree_warbler,species,NA,woodland; shrub; savannah; grasslands; rocky_areas; artificial,NA,deciduous_forest; woodland; shrub,NA,NA,NA,NA,facultative,TRUE
olive_warbler,species,NA,forest,NA,NA,NA,Forests:  Mesoamerican Highland; Forests:  Mesoamerican Pine-Oak,NA,NA,forest,FALSE
olive_whistler,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_winged_bulbul,species,NA,forest; woodland; shrub; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
olive_winged_trumpeter,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olive_woodpecker,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
olomao,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
olrogs_cinclodes,species,NA,plains; rocky_areas; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
olrogs_gull,species,NA,rocky_areas; artificial; coastal,NA,NA,NA,NA,NA,NA,other,TRUE
omani_owl,species,NA,shrub; rocky_areas,NA,NA,NA,NA,NA,NA,shrub,FALSE
omao,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
omnivores,guild,NA,NA,NA,NA,NA,NA,NA,NA,other,TRUE
one_colored_becard,species,NA,forest; woodland; shrub,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
opal_crowned_manakin,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
opal_crowned_tanager,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
opal_rumped_tanager,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
opalton_grasswren,species,NA,woodland; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
orange_backed_troupial,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_backed_woodpecker,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_banded_flycatcher,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
orange_banded_thrush,species,NA,forest; woodland; shrub; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_bellied_antwren,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
orange_bellied_euphonia,species,NA,forest; shrub; artificial; riparian,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
orange_bellied_flowerpecker,species,NA,forest; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_bellied_fruit_dove,species,NA,forest; woodland; savannah; riparian; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
orange_bellied_leafbird,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_bellied_manakin,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_bellied_parrot,species,NA,woodland; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,woodland,FALSE
orange_billed_babbler,species,NA,forest; bamboo; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_billed_lorikeet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_billed_nightingale_thrush,species,NA,forest; bamboo; woodland; shrub; artificial; riparian,NA,NA,NA,Forests:  Tropical Generalist,NA,NA,shrub,FALSE
orange_billed_sparrow,species,NA,forest; woodland,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
orange_breasted_bunting,species,NA,forest; woodland; shrub,NA,NA,NA,Forests:  Tropical Dry,NA,NA,shrub,FALSE
orange_breasted_bushshrike,species,NA,forest; woodland; shrub; grasslands; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
orange_breasted_falcon,species,NA,forest; savannah; rocky_areas; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,facultative,TRUE
orange_breasted_forest_robin,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_breasted_fruiteater,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_breasted_green_pigeon,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_breasted_laughingthrush,species,NA,forest; bamboo; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_breasted_sunbird,species,NA,shrub; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_breasted_thornbird,species,NA,forest; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_breasted_trogon,species,NA,forest; bamboo; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
orange_browed_hemispingus,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_bullfinch,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_chat,species,NA,shrub; savannah; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
orange_cheeked_honeyeater,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_cheeked_parrot,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
orange_cheeked_waxbill,species,NA,shrub; savannah; grasslands; artificial; wetlands_lakes_marsh,NA,shrub; savanna; grassland,NA,NA,NA,NA,facultative,TRUE
orange_chinned_parakeet,species,NA,forest; woodland; artificial,NA,NA,NA,Forests:  Tropical Dry,NA,NA,woodland,FALSE
orange_collared_manakin,species,NA,forest; shrub; artificial,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
orange_crested_flycatcher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_crested_manakin,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
orange_crowned_euphonia,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_crowned_fairywren,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_crowned_oriole,species,NA,forest; woodland; wetlands_lakes_marsh,NA,NA,NA,Forests:  Tropical Dry,NA,NA,woodland,FALSE
orange_crowned_warbler,species,NA,woodland; shrub,NA,NA,NA,Forests:  Temperate Western; Forests:  Boreal; Forests:  Generalist,NA,NA,shrub,FALSE
orange_dove,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
orange_eared_tanager,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
orange_eyed_flatbill,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_eyed_thornbird,species,NA,forest; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
orange_flanked_bush_robin,species,NA,forest; woodland; riparian,NA,coniferous_forest,NA,NA,NA,NA,woodland,FALSE
