species,species_group,article_classified,birdbase,birds_of_the_world,eubirds,hand_entered,partners_in_flight,peterjohn_2006,vickery_1999,analysis_class,include
short_tailed_drongo,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_tailed_emerald,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_tailed_field_tyrant,species,NA,shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_tailed_finch,species,NA,NA,NA,NA,NA,NA,NA,obligate,obligate,TRUE
short_tailed_grasswren,species,NA,shrub; grasslands; rocky_areas,NA,NA,NA,NA,NA,NA,facultative,TRUE
short_tailed_hawk,species,NA,forest; grasslands; wetlands_lakes_marsh,NA,NA,NA,Open Country:  Habitat Mosaic; Forests:  Generalist,NA,NA,facultative,TRUE
short_tailed_lark,species,NA,forest; shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
short_tailed_nighthawk,species,NA,forest; woodland; shrub; artificial; wetlands_lakes_marsh,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
short_tailed_paradigalla,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_tailed_parrot,species,NA,forest; shrub; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_tailed_parrotbill,species,NA,forest; bamboo; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
short_tailed_pipit,species,NA,grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
short_tailed_pygmy_tyrant,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
short_tailed_shearwater,species,NA,grasslands; rocky_areas; coastal; pelagic,NA,NA,NA,Islands:  Oceanic; Oceans:  Pelagic,NA,NA,facultative,TRUE
short_tailed_starling,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_tailed_swift,species,NA,forest; woodland; shrub; grasslands; artificial,NA,NA,NA,Forest Aerial:  Tropical Lowland Evergreen,NA,NA,facultative,TRUE
short_tailed_woodstar,species,NA,forest; shrub; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_toed_coucal,species,NA,forest; shrub; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_toed_rock_thrush,species,NA,shrub; rocky_areas; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_toed_snake_eagle,species,NA,forest; woodland; shrub; savannah; rocky_areas; desert; artificial,NA,deciduous_forest; coniferous_forest; woodland; shrub; grassland; desert; rocks,NA,NA,NA,NA,facultative,TRUE
short_toed_treecreeper,species,NA,forest; woodland; artificial,NA,deciduous_forest; coniferous_forest; woodland,NA,NA,NA,NA,woodland,FALSE
short_winged_cisticola,species,NA,woodland; shrub; savannah; grasslands; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
shovel_billed_kookaburra,species,NA,forest; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
shrub_species,guild,shrub,NA,NA,NA,NA,NA,NA,NA,shrub,FALSE
shy_albatross,species,NA,grasslands; rocky_areas; coastal; pelagic,NA,NA,NA,NA,NA,NA,facultative,TRUE
shy_ground_dove,species,NA,forest; bamboo; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
shy_heathwren,species,NA,shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
siamese_fireback,species,NA,forest; bamboo; shrub; plains,NA,NA,NA,NA,NA,NA,facultative,TRUE
siau_pitta,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
siau_scops_owl,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
siberian_accentor,species,NA,forest; woodland; shrub; artificial; riparian,NA,deciduous_forest; coniferous_forest; woodland,NA,NA,NA,NA,shrub,FALSE
siberian_blue_robin,species,NA,forest; grasslands; riparian; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
siberian_chiffchaff,species,NA,forest; woodland; shrub; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
siberian_crane,species,NA,riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
siberian_grouse,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
siberian_jay,species,NA,forest,NA,coniferous_forest,NA,NA,NA,NA,forest,FALSE
siberian_long_tailed_rosefinch,species,NA,woodland; shrub; grasslands; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
siberian_nuthatch,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
siberian_pipit,species,NA,shrub; grasslands; plains; rocky_areas; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
siberian_rubythroat,species,NA,forest; bamboo; shrub; grasslands; artificial; riparian; coastal,NA,deciduous_forest; coniferous_forest; shrub,NA,NA,NA,NA,facultative,TRUE
siberian_sandplover,species,NA,plains; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
siberian_scoter,species,NA,forest; grasslands; rocky_areas; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
siberian_stonechat,species,NA,forest; shrub; grasslands; artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
siberian_thrush,species,NA,forest; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
siberian_tit,species,NA,forest; woodland; shrub; riparian,NA,deciduous_forest; coniferous_forest,NA,NA,NA,NA,shrub,FALSE
sibilant_sirystes,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
sichuan_forest_thrush,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sichuan_grasshopper_warbler,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
sichuan_jay,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sichuan_leaf_warbler,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sichuan_partridge,species,NA,forest; bamboo; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
sichuan_tit,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
sichuan_treecreeper,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
sickle_billed_vanga,species,NA,forest; savannah; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
sickle_winged_chat,species,NA,shrub; grasslands; desert; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
sickle_winged_guan,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
sickle_winged_nightjar,species,NA,woodland; shrub; savannah; grasslands; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
sierra_de_lema_flycatcher,species,NA,forest; rocky_areas,NA,NA,NA,NA,NA,NA,forest,FALSE
sierra_leone_prinia,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sierra_madre_crow,species,NA,forest; artificial; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
sierra_madre_ground_warbler,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sierra_madre_sparrow,species,NA,grasslands; artificial,NA,NA,NA,Grasslands:  Tropical,NA,obligate,obligate,TRUE
sierra_nevada_antpitta,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sierra_nevada_brushfinch,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sierran_elaenia,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
sikkim_treecreeper,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
silky_tailed_nightjar,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
sillems_rosefinch,species,NA,grasslands; rocky_areas; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
silver_backed_butcherbird,species,NA,forest; shrub; rocky_areas,NA,NA,NA,NA,NA,NA,shrub,FALSE
silver_backed_needletail,species,NA,forest; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
silver_backed_tanager,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
silver_beaked_tanager,species,NA,woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
silver_breasted_broadbill,species,NA,forest; bamboo; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
silver_breasted_tanager,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
silver_capped_fruit_dove,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
silver_crowned_friarbird,species,NA,forest; woodland; shrub; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
silver_eared_honeyeater,species,NA,shrub; artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
silver_eared_laughingthrush,species,NA,forest; bamboo; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
silver_eared_mesia,species,NA,forest; bamboo; shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
silver_gull,species,NA,grasslands; rocky_areas; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
silver_oriole,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
silver_pheasant,species,NA,forest; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
silver_rumped_spinetail,species,NA,forest; rocky_areas; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
silver_teal,species,NA,wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
silver_throated_tanager,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
silver_throated_tit,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
silverbird,species,NA,shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
silvered_antbird,species,NA,forest; shrub; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
silvereye,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
silvery_cheeked_antshrike,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
silvery_cheeked_hornbill,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
silvery_flanked_antwren,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
silvery_fronted_tapaculo,species,NA,forest; bamboo; shrub; riparian,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
silvery_pigeon,species,NA,forest; woodland; artificial; coastal,NA,NA,NA,NA,NA,NA,woodland,FALSE
silvery_throated_jay,species,NA,forest,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,forest,FALSE
silvery_throated_spinetail,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
simeulue_parrot,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
simeulue_scops_owl,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
simple_greenbul,species,NA,forest; shrub; savannah; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
sinai_rosefinch,species,NA,rocky_areas; desert; artificial,NA,NA,NA,NA,NA,NA,other,TRUE
sinaloa_crow,species,NA,forest; artificial; coastal,NA,NA,NA,Forests:  Tropical Dry,NA,NA,forest,FALSE
sinaloa_martin,species,NA,forest; woodland,NA,NA,NA,Forest Aerial:  Mesoamerican Pine-Oak; Unknown,NA,NA,woodland,FALSE
sinaloa_wren,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Dry,NA,NA,shrub,FALSE
sincora_antwren,species,NA,shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
sind_sparrow,species,NA,shrub; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
sind_woodpecker,species,NA,woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
singing_cisticola,species,NA,woodland; shrub; savannah; grasslands; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
singing_honeyeater,species,NA,forest; woodland; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
singing_quail,species,NA,forest; shrub; artificial,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
singing_starling,species,NA,forest; woodland; savannah; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
sinu_parakeet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sira_barbet,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
sira_curassow,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sira_tanager,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sirkeer_malkoha,species,NA,forest; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
sjostedts_owlet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sladens_barbet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
slate_blue_seedeater,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
slate_colored_antbird,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
slate_colored_grosbeak,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
slate_colored_hawk,species,NA,forest; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
slate_colored_seedeater,species,NA,forest; bamboo; shrub; artificial,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
slate_colored_solitaire,species,NA,forest; woodland,NA,NA,NA,Forests:  Tropical Montane Evergreen; Forests:  Mesoamerican Highland,NA,NA,woodland,FALSE
slate_coloured_boubou,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
slate_coloured_fox_sparrow,species,NA,woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
slate_crowned_antpitta,species,NA,forest; bamboo,NA,NA,NA,NA,NA,NA,forest,FALSE
slate_headed_tody_flycatcher,species,NA,woodland; shrub; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
slate_throated_gnatcatcher,species,NA,forest,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
slate_throated_redstart,species,NA,NA,NA,NA,NA,Forests:  Mesoamerican Highland; Forests:  Tropical Montane Evergreen,NA,NA,forest,FALSE
slate_throated_whitestart,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_antwren,species,NA,forest; woodland; shrub,NA,NA,NA,Forests:  Tropical Montane Evergreen; Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
slaty_backed_chat_tyrant,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_backed_flycatcher,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_backed_forest_falcon,species,NA,forest; shrub; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
slaty_backed_forktail,species,NA,artificial; riparian,NA,NA,NA,NA,NA,NA,other,TRUE
slaty_backed_goshawk,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
slaty_backed_gull,species,NA,rocky_areas; coastal,NA,NA,NA,Coasts:  Cliffs and Islands; Coasts:  Marine Waters; Coasts:  Beach and Estuary,NA,NA,other,TRUE
slaty_backed_hemispingus,species,NA,forest; bamboo; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
slaty_backed_jungle_flycatcher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
slaty_backed_nightingale_thrush,species,NA,forest; riparian,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,forest,FALSE
slaty_backed_thornbill,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_backed_thrush,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
slaty_becard,species,NA,forest; bamboo; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_bellied_tesia,species,NA,forest; shrub; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_blue_flycatcher,species,NA,forest; woodland; grasslands; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
slaty_breasted_rail,species,NA,forest; shrub; grasslands; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
slaty_breasted_tinamou,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
slaty_breasted_wood_rail,species,NA,forest; woodland; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,woodland,FALSE
slaty_bristlefront,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
slaty_brushfinch,species,NA,forest; woodland; shrub; savannah,NA,NA,NA,NA,NA,NA,facultative,TRUE
slaty_bunting,species,NA,forest; bamboo; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_capped_flycatcher,species,NA,forest,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,forest,FALSE
slaty_capped_shrike_vireo,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
slaty_cuckooshrike,species,NA,forest; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
slaty_egret,species,NA,shrub; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_elaenia,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_finch,species,NA,forest; shrub; grasslands,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,facultative,TRUE
slaty_flowerpiercer,species,NA,forest; shrub; grasslands,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,facultative,TRUE
slaty_gnateater,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
slaty_headed_longbill,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_headed_parakeet,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
slaty_legged_crake,species,NA,forest; woodland; shrub; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_monarch,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
slaty_spinetail,species,NA,forest; woodland; shrub; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,Forests:  Tropical Lowland Evergreen; Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
slaty_tailed_trogon,species,NA,forest; woodland; artificial; coastal,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
slaty_tanager,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
slaty_vireo,species,NA,woodland; shrub,NA,NA,NA,Forests:  Tropical Dry; Forests:  Mesoamerican Pine-Oak,NA,NA,shrub,FALSE
slaty_winged_foliage_gleaner,species,NA,forest,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
slender_antbird,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
slender_billed_babbler,species,NA,grasslands; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
slender_billed_cicadabird,species,NA,forest; woodland; shrub; savannah; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
slender_billed_crow,species,NA,forest; shrub; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
slender_billed_cuckoo_dove,species,NA,forest; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
slender_billed_curlew,species,NA,plains; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
slender_billed_finch,species,NA,woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
slender_billed_flufftail,species,NA,wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
slender_billed_grackle,species,NA,artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
slender_billed_greenbul,species,NA,forest; woodland; shrub; savannah; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
slender_billed_gull,species,NA,coastal; wetlands_lakes_marsh,NA,freshwater; marine,NA,NA,NA,NA,other,TRUE
slender_billed_kite,species,NA,forest; artificial,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
slender_billed_miner,species,NA,shrub; grasslands; artificial; riparian,NA,NA,NA,NA,NA,obligate,obligate,TRUE
slender_billed_oriole,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
slender_billed_parakeet,species,NA,forest; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
slender_billed_prion,species,NA,rocky_areas; coastal; pelagic,NA,NA,NA,NA,NA,NA,other,TRUE
slender_billed_scimitar_babbler,species,NA,forest; bamboo; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
slender_billed_starling,species,NA,forest; grasslands; rocky_areas,NA,NA,NA,NA,NA,NA,facultative,TRUE
slender_billed_thornbill,species,NA,shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
slender_billed_tyrannulet,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
slender_billed_vulture,species,NA,forest; shrub; savannah; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
slender_billed_weaver,species,NA,artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
slender_billed_white_eye,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
slender_billed_xenops,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
slender_footed_tyrannulet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
slender_sheartail,species,NA,forest; woodland; shrub,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
slender_tailed_nightjar,species,NA,shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
slender_tailed_woodstar,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
small_billed_elaenia,species,NA,woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
small_billed_tinamou,species,NA,forest; bamboo; shrub; grasslands; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
small_crow,species,NA,forest; artificial; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
small_ground_finch,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
small_jamaican_elaenia,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
small_lifou_white_eye,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
small_minivet,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
small_niltava,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
small_pale_browed_treehunter,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
small_saint_helena_petrel,species,NA,pelagic,NA,NA,NA,NA,NA,NA,other,TRUE
small_snowfinch,species,NA,grasslands; desert; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
small_tree_finch,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
small_vivid_niltava,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
smalled_billed_tinamou,species,NA,NA,NA,NA,NA,NA,NA,facultative,facultative,TRUE
smew,species,NA,forest; grasslands; riparian; coastal; wetlands_lakes_marsh; pelagic,NA,deciduous_forest; coniferous_forest; woodland; tundra; freshwater,NA,NA,NA,NA,facultative,TRUE
smiths_longspur,species,NA,shrub; grasslands; wetlands_lakes_marsh,NA,NA,NA,Tundra:  Arctic; Grasslands:  Temperate,NA,obligate,obligate,TRUE
smoke_colored_pewee,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
smoky_brown_woodpecker,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen; Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
smoky_bush_tyrant,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
smoky_fronted_tody_flycatcher,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
smoky_honeyeater,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
smoky_robin,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
smoky_warbler,species,NA,shrub; grasslands; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
smooth_billed_ani,species,NA,woodland; shrub; grasslands; riparian,NA,NA,NA,Open Country:  Developed/Disturbed,NA,facultative,facultative,TRUE
