es_id,key,paper,source_sheet,bmp,treatment,control,response_var,species,species_key,species_group,analysis_class,response_metric,response_scale,survival_scale,link,baseline_survival,beta_is_derived,notes,conversion,effect_metric,xbar_e,xbar_c,yi,sei,n_total,label_type,guild,fire_excluded_original,non_grassland_class,in_primary_pool
md_0001,ECNPR7UT,Adams et al. 2013,mean_diff,prescribed_fire,2-year post-burn field,Control field,nest density,dickcissel,dickcissel,species,obligate,abundance,count,,,,,"nest_success was also evaluated, but I do not think in a usable way",two group means,hedges_g,0.75,0.77,-0.01624923634661987,0.47122589742234583,36,species,obligate_grassland,FALSE,FALSE,TRUE
md_0002,ECNPR7UT,Adams et al. 2013,mean_diff,prescribed_fire,2-year post-burn field,Control field,nest density,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,"nest_success was also evaluated, but I do not think in a usable way",two group means,hedges_g,0.92,1.06,-0.0688816604734268,0.471291923958545,36,species,facultative_grassland,FALSE,FALSE,TRUE
md_0003,ECNPR7UT,Adams et al. 2013,mean_diff,prescribed_fire,1-year post-burn field,Control field,nest density,dickcissel,dickcissel,species,obligate,abundance,count,,,,,"nest_success was also evaluated, but I do not think in a usable way",two group means,hedges_g,0.27,0.53,-0.3340982715399016,0.4728641242217436,36,species,obligate_grassland,FALSE,FALSE,TRUE
md_0004,ECNPR7UT,Adams et al. 2013,mean_diff,prescribed_fire,1-year post-burn field,Control field,nest density,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,"nest_success was also evaluated, but I do not think in a usable way",two group means,hedges_g,2.39,1.04,0.571098776284743,0.4760042996348139,36,species,facultative_grassland,FALSE,FALSE,TRUE
md_0005,N87HY4T4,Allen et al. 2019,mean_diff,manage_in_patches,Refugia post-harvest of neighboring field,Refugia pre-harvest of neighboring field,abundance 2014,bobolink,bobolink,species,obligate,abundance,count,,,,,Pretty cool way to test the manage_in_patches idea!,two group means,hedges_g,9.72,0.07,2.3750243479878126,0.779976778918971,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0006,N87HY4T4,Allen et al. 2019,mean_diff,manage_in_patches,Refugia post-harvest of neighboring field,Refugia pre-harvest of neighboring field,abundance 2015,bobolink,bobolink,species,obligate,abundance,count,,,,,Pretty cool way to test the manage_in_patches idea!,two group means,hedges_g,3.57,0,0.9312160109307148,0.6080171921309069,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0007,N87HY4T4,Allen et al. 2019,mean_diff,manage_in_patches,Refugia post-harvest of neighboring field,Refugia pre-harvest of neighboring field,abundance 2016,bobolink,bobolink,species,obligate,abundance,count,,,,,Pretty cool way to test the manage_in_patches idea!,two group means,hedges_g,6.17,0.15,0.6986440676229769,0.5922262402471757,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0008,N87HY4T4,Allen et al. 2019,mean_diff,manage_in_patches,Refugia post-harvest of neighboring field,Refugia pre-harvest of neighboring field,abundance 2014,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Pretty cool way to test the manage_in_patches idea!,two group means,hedges_g,1.61,0.08,1.2765092391075887,0.6385926204180709,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0009,N87HY4T4,Allen et al. 2019,mean_diff,manage_in_patches,Refugia post-harvest of neighboring field,Refugia pre-harvest of neighboring field,abundance 2015,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Pretty cool way to test the manage_in_patches idea!,two group means,hedges_g,7.08,0.36,1.6080096745203585,0.674989998921184,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0010,N87HY4T4,Allen et al. 2019,mean_diff,manage_in_patches,Refugia post-harvest of neighboring field,Refugia pre-harvest of neighboring field,abundance 2016,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Pretty cool way to test the manage_in_patches idea!,two group means,hedges_g,5.3,0.6,1.6596722393438552,0.6812138724941668,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0011,N87HY4T4,Allen et al. 2019,mean_diff,manage_in_patches,Refugia post-harvest of neighboring field,Refugia pre-harvest of neighboring field,abundance 2014,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,Pretty cool way to test the manage_in_patches idea!,two group means,hedges_g,0.23,0.74,-0.9282787184721372,0.6077925731155985,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0012,N87HY4T4,Allen et al. 2019,mean_diff,manage_in_patches,Refugia post-harvest of neighboring field,Refugia pre-harvest of neighboring field,abundance 2015,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,Pretty cool way to test the manage_in_patches idea!,two group means,hedges_g,1.32,0.49,0.5420928859898462,0.5839691582850131,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0013,N87HY4T4,Allen et al. 2019,mean_diff,manage_in_patches,Refugia post-harvest of neighboring field,Refugia pre-harvest of neighboring field,abundance 2016,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,Pretty cool way to test the manage_in_patches idea!,two group means,hedges_g,0.33,0.48,-0.16478369941324056,0.5724372684894671,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0014,RI9YTV8X,Bakker and Higgins 2009,mean_diff,plant_nwsg,NWSG grass mix,CSG grass mix,density,dickcissel,dickcissel,species,obligate,abundance,count,,,,,"Looks like SD, but was no readable?",two group means,hedges_g,9.6,36.8,-2.3611440920680087,0.3871296491032721,45,species,obligate_grassland,FALSE,FALSE,TRUE
md_0015,RI9YTV8X,Bakker and Higgins 2009,mean_diff,plant_nwsg,NWSG grass mix,CSG grass mix,abundance,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,"Looks like SD, but was no readable?",two group means,hedges_g,53.8,26.3,1.7610296337381068,0.3498327666619222,45,species,obligate_grassland,FALSE,FALSE,TRUE
md_0016,RI9YTV8X,Bakker and Higgins 2009,mean_diff,plant_nwsg,NWSG grass mix,CSG grass mix,density,savannah_sparrow,savannah_sparrow,species,obligate,abundance,count,,,,,"Looks like SD, but was no readable?",two group means,hedges_g,21.2,15.8,0.732200742839581,0.3064013231339506,45,species,obligate_grassland,FALSE,FALSE,TRUE
md_0017,RI9YTV8X,Bakker and Higgins 2009,mean_diff,plant_nwsg,NWSG grass mix,CSG grass mix,density,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,"Looks like SD, but was no readable?",two group means,hedges_g,55.8,81.6,-1.659933514074995,0.3442967182367837,45,species,facultative_grassland,FALSE,FALSE,TRUE
md_0018,RI9YTV8X,Bakker and Higgins 2009,mean_diff,plant_nwsg,NWSG grass mix,CSG grass mix,density,bobolink,bobolink,species,obligate,abundance,count,,,,,"Looks like SD, but was no readable?",two group means,hedges_g,65.4,50,1.4004699676877066,0.3312360282373612,45,species,obligate_grassland,FALSE,FALSE,TRUE
md_0019,RI9YTV8X,Bakker and Higgins 2009,mean_diff,plant_nwsg,NWSG grass mix,CSG grass mix,density,western_meadowlark,western_meadowlark,species,obligate,abundance,count,,,,,"Looks like SD, but was no readable?",two group means,hedges_g,44.2,23.7,1.550134718137023,0.3385616485828134,45,species,obligate_grassland,FALSE,FALSE,TRUE
md_0020,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,Year of burn,Unburned,density,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.64,1.19,-0.8630781359834397,0.449531156071672,20,species,facultative_grassland,FALSE,FALSE,TRUE
md_0021,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,1-year post-burn,Unburned,density,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.24,0.92,-1.1694368675783575,0.6042189597814414,13,species,facultative_grassland,FALSE,FALSE,TRUE
md_0022,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,Year of burn,Unburned,density,dickcissel,dickcissel,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.68,0.7,-0.03778452770025903,0.4283589094697996,20,species,obligate_grassland,FALSE,FALSE,TRUE
md_0023,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,1-year post-burn,Unburned,density,dickcissel,dickcissel,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.58,0.75,-0.3493802753125004,0.5631838859715872,13,species,obligate_grassland,FALSE,FALSE,TRUE
md_0024,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,Year of burn,Unburned,density,common_yellowthroat,common_yellowthroat,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.06,0.43,-1.417464788732394,0.4834106165996171,20,species,facultative_grassland,FALSE,FALSE,TRUE
md_0025,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,1-year post-burn,Unburned,density,common_yellowthroat,common_yellowthroat,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.03,0.15,-0.613984188349029,0.5718219307157496,13,species,facultative_grassland,FALSE,FALSE,TRUE
md_0026,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,Year of burn,Unburned,density,american_goldfinch,american_goldfinch,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.1,0.1,0,0.42831724639432595,20,species,facultative_grassland,FALSE,FALSE,TRUE
md_0027,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,1-year post-burn,Unburned,density,american_goldfinch,american_goldfinch,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.03,0.07,-0.3476663011357446,0.5631430889705451,13,species,facultative_grassland,FALSE,FALSE,TRUE
md_0028,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,Year of burn,Unburned,density,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.06,0,0.4283172463943259,0.4336381615446087,20,species,obligate_grassland,FALSE,FALSE,TRUE
md_0029,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,1-year post-burn,Unburned,density,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.06,0.02,0.7595317031885823,0.5785060386707169,13,species,obligate_grassland,FALSE,FALSE,TRUE
md_0030,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,Year of burn,Unburned,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,,two group means,hedges_g,5.7,5.8,-0.0838388491498695,0.4285223300768433,20,community,,FALSE,FALSE,TRUE
md_0031,3NTX2A2K,Benson et al. 2011,mean_diff,prescribed_fire,1-year post-burn,Unburned,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,,two group means,hedges_g,4,5,-0.526502430277041,0.5684566337962037,13,community,,FALSE,FALSE,TRUE
md_0032,U3SWA47K,Berges et al. 2010,mean_diff,stream_exclusion_and_buffers,Riparian buffer (2 yr.),pasture,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,Estimated from plot; sites were measured before and after buffer plantings,two group means,hedges_g,18.5,11.5,6.08695652173913,1.6412683554936414,8,community,,FALSE,FALSE,TRUE
md_0033,U3SWA47K,Berges et al. 2010,mean_diff,stream_exclusion_and_buffers,Riparian buffer (2 yr.),crop,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,Estimated from plot; sites were measured before and after buffer plantings,two group means,hedges_g,18.5,14.5,3.4782608695652173,1.0649955403405122,8,community,,FALSE,FALSE,TRUE
md_0034,U3SWA47K,Berges et al. 2010,mean_diff,stream_exclusion_and_buffers,Riparian buffer (2 yr.),pasture,abundance,all_species,all_species,aggregate,,abundance,count,,,,,Estimated from plot; sites were measured before and after buffer plantings,two group means,hedges_g,43,26,3.695652173913043,1.1098140139490291,8,community,,FALSE,FALSE,TRUE
md_0035,U3SWA47K,Berges et al. 2010,mean_diff,stream_exclusion_and_buffers,Riparian buffer (2 yr.),crop,abundance,all_species,all_species,aggregate,,abundance,count,,,,,Estimated from plot; sites were measured before and after buffer plantings,two group means,hedges_g,43,25,4.427103325689688,1.2661060677009597,8,community,,FALSE,FALSE,TRUE
md_0036,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,filter strips,non-buffered field edges,species_richness,breeding_species,breeding_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,4.6,1.9,0.9529598366730764,0.2925781989148544,82,community,,FALSE,FALSE,TRUE
md_0037,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,filter strips,non-buffered field edges,species_richness,breeding_species,breeding_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,4.6,1.9,0.9529598366730764,0.2925781989148544,82,community,,FALSE,FALSE,TRUE
md_0038,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,filter strips,non-buffered field edges,species_richness,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,1.6,0.2,0.8877319280764276,0.29132439312201164,82,community,,FALSE,FALSE,TRUE
md_0039,55UE5VCT,Blank et al. 2011,mean_diff,provide_overwintering_habitat,filter strips,non-buffered field edges,species_richness,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,1.6,0.2,0.8877319280764276,0.29132439312201164,82,community,,FALSE,FALSE,TRUE
md_0040,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,filter strips,non-buffered field edges,species_richness,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,1.6,0.2,0.8877319280764276,0.29132439312201164,82,community,,FALSE,FALSE,TRUE
md_0041,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,filter strips,non-buffered field edges,density,breeding_species,breeding_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,6.4,1.2,0.7299493480006407,0.28864086478488055,82,species,,FALSE,FALSE,TRUE
md_0042,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,filter strips,non-buffered field edges,density,breeding_species,breeding_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,6.4,1.2,0.7299493480006407,0.28864086478488055,82,species,,FALSE,FALSE,TRUE
md_0043,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,filter strips,non-buffered field edges,density,breeding_grassland_species,breeding_grassland_species,guild,obligate,abundance,count,,,,,,two group means,hedges_g,1.9,0.2,0.6280851828297603,0.2871759781012691,82,species,obligate_grassland,FALSE,FALSE,TRUE
md_0044,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,filter strips,non-buffered field edges,density,breeding_grassland_species,breeding_grassland_species,guild,obligate,abundance,count,,,,,,two group means,hedges_g,1.9,0.2,0.6280851828297603,0.2871759781012691,82,species,obligate_grassland,FALSE,FALSE,TRUE
md_0045,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,filter strips,non-buffered field edges,density,breeding_shrub_scrub_species,breeding_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,3.9,0.7,0.6642894737096547,0.28767228625019725,82,species,,FALSE,TRUE,FALSE
md_0046,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,filter strips,non-buffered field edges,density,breeding_shrub_scrub_species,breeding_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,3.9,0.7,0.6642894737096547,0.28767228625019725,82,species,,FALSE,TRUE,FALSE
md_0047,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,filter strips,non-buffered field edges,density,wintering_species,wintering_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,3.6,0.6,0.35420138599758383,0.2843054714337278,82,species,,FALSE,FALSE,TRUE
md_0048,55UE5VCT,Blank et al. 2011,mean_diff,provide_overwintering_habitat,filter strips,non-buffered field edges,density,wintering_species,wintering_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,3.6,0.6,0.35420138599758383,0.2843054714337278,82,species,,FALSE,FALSE,TRUE
md_0049,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,filter strips,non-buffered field edges,density,wintering_species,wintering_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,3.6,0.6,0.35420138599758383,0.2843054714337278,82,species,,FALSE,FALSE,TRUE
md_0050,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,filter strips,non-buffered field edges,density,wintering_shrub_scrub_species,wintering_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,2.9,0.2,0.45271725523629175,0.2851566628642049,82,species,,FALSE,TRUE,FALSE
md_0051,55UE5VCT,Blank et al. 2011,mean_diff,provide_overwintering_habitat,filter strips,non-buffered field edges,density,wintering_shrub_scrub_species,wintering_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,2.9,0.2,0.45271725523629175,0.2851566628642049,82,species,,FALSE,TRUE,FALSE
md_0052,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,filter strips,non-buffered field edges,density,wintering_shrub_scrub_species,wintering_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,2.9,0.2,0.45271725523629175,0.2851566628642049,82,species,,FALSE,TRUE,FALSE
md_0053,55UE5VCT,Blank et al. 2011,mean_diff,plant_nwsg,Warm-season grass filter strips,Cool-season grass filter strips,density,common_yellowthroat,common_yellowthroat,species,facultative,abundance,count,,,,,"They only report these stats because there was a detectable difference for this species. For all other species, there was not a detectable difference.",two group means,hedges_g,0.9,0.3,0.4300479030839136,0.2598041651743136,67,species,facultative_grassland,FALSE,FALSE,TRUE
md_0054,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),medium filter strips (30-60 m),density,breeding_species,breeding_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,11.2,7.6,-0.26844432369311494,0.312333973630725,49,species,,FALSE,FALSE,TRUE
md_0055,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,narrow filter strips (<30),medium filter strips (30-60 m),density,breeding_species,breeding_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,11.2,7.6,-0.26844432369311494,0.312333973630725,49,species,,FALSE,FALSE,TRUE
md_0056,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),wide filter strips (>60 m),density,breeding_species,breeding_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,11.2,5.6,-0.4217129790156981,0.28868079031560706,53,species,,FALSE,FALSE,TRUE
md_0057,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,narrow filter strips (<30),wide filter strips (>60 m),density,breeding_species,breeding_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,11.2,5.6,-0.4217129790156981,0.28868079031560706,53,species,,FALSE,FALSE,TRUE
md_0060,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),medium filter strips (30-60 m),density,breeding_grassland_species,breeding_grassland_species,guild,obligate,abundance,count,,,,,,two group means,hedges_g,1.8,2.4,0.17323735178755867,0.3116463018597355,49,species,obligate_grassland,FALSE,FALSE,TRUE
md_0061,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,narrow filter strips (<30),medium filter strips (30-60 m),density,breeding_grassland_species,breeding_grassland_species,guild,obligate,abundance,count,,,,,,two group means,hedges_g,1.8,2.4,0.17323735178755867,0.3116463018597355,49,species,obligate_grassland,FALSE,FALSE,TRUE
md_0062,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),wide filter strips (>60 m),density,breeding_grassland_species,breeding_grassland_species,guild,obligate,abundance,count,,,,,,two group means,hedges_g,1.8,2,0.0617095641044768,0.2858229709324228,53,species,obligate_grassland,FALSE,FALSE,TRUE
md_0063,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,narrow filter strips (<30),wide filter strips (>60 m),density,breeding_grassland_species,breeding_grassland_species,guild,obligate,abundance,count,,,,,,two group means,hedges_g,1.8,2,0.0617095641044768,0.2858229709324228,53,species,obligate_grassland,FALSE,FALSE,TRUE
md_0066,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),medium filter strips (30-60 m),density,breeding_shrub_scrub_species,breeding_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,5.9,4,-0.22060893630684653,0.3119515928251629,49,species,,FALSE,TRUE,FALSE
md_0067,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,narrow filter strips (<30),medium filter strips (30-60 m),density,breeding_shrub_scrub_species,breeding_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,5.9,4,-0.22060893630684653,0.3119515928251629,49,species,,FALSE,TRUE,FALSE
md_0068,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),wide filter strips (>60 m),density,breeding_shrub_scrub_species,breeding_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,5.9,2,-0.4893498613785772,0.28968592153006684,53,species,,FALSE,TRUE,FALSE
md_0069,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,narrow filter strips (<30),wide filter strips (>60 m),density,breeding_shrub_scrub_species,breeding_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,5.9,2,-0.4893498613785772,0.28968592153006684,53,species,,FALSE,TRUE,FALSE
md_0072,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),medium filter strips (30-60 m),species_richness,breeding_species,breeding_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,4.5,4.4,-0.01706027478819433,0.3111593656954702,49,community,,FALSE,FALSE,TRUE
md_0073,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,narrow filter strips (<30),medium filter strips (30-60 m),species_richness,breeding_species,breeding_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,4.5,4.4,-0.01706027478819433,0.3111593656954702,49,community,,FALSE,FALSE,TRUE
md_0074,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),wide filter strips (>60 m),species_richness,breeding_species,breeding_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,4.5,3.2,-0.22034277945815367,0.2865604181691727,53,community,,FALSE,FALSE,TRUE
md_0075,55UE5VCT,Blank et al. 2011,mean_diff,edge_and_shrub_habitat,narrow filter strips (<30),wide filter strips (>60 m),species_richness,breeding_species,breeding_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,4.5,3.2,-0.22034277945815367,0.2865604181691727,53,community,,FALSE,FALSE,TRUE
md_0078,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),medium filter strips (30-60 m),density,wintering_species,wintering_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,4.9,1.3,-0.4510493448688403,0.4001648199453603,33,species,,FALSE,FALSE,TRUE
md_0079,55UE5VCT,Blank et al. 2011,mean_diff,provide_overwintering_habitat,narrow filter strips (<30),medium filter strips (30-60 m),density,wintering_species,wintering_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,4.9,1.3,-0.4510493448688403,0.4001648199453603,33,species,,FALSE,FALSE,TRUE
md_0080,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),wide filter strips (>60 m),density,wintering_species,wintering_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,4.9,9.1,0.4047874332445005,0.41989745244291654,32,species,,FALSE,FALSE,TRUE
md_0081,55UE5VCT,Blank et al. 2011,mean_diff,provide_overwintering_habitat,narrow filter strips (<30),wide filter strips (>60 m),density,wintering_species,wintering_species,aggregate,other,abundance,count,,,,,,two group means,hedges_g,4.9,9.1,0.4047874332445005,0.41989745244291654,32,species,,FALSE,FALSE,TRUE
md_0084,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),medium filter strips (30-60 m),density,wintering_shrub_scrub_species,wintering_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,3.4,1.1,-0.4042089082336803,0.3994056875824992,33,species,,FALSE,TRUE,FALSE
md_0085,55UE5VCT,Blank et al. 2011,mean_diff,provide_overwintering_habitat,narrow filter strips (<30),medium filter strips (30-60 m),density,wintering_shrub_scrub_species,wintering_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,3.4,1.1,-0.4042089082336803,0.3994056875824992,33,species,,FALSE,TRUE,FALSE
md_0086,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),wide filter strips (>60 m),density,wintering_shrub_scrub_species,wintering_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,3.4,3.8,0.06336335026572777,0.4169129436330112,32,species,,FALSE,TRUE,FALSE
md_0087,55UE5VCT,Blank et al. 2011,mean_diff,provide_overwintering_habitat,narrow filter strips (<30),wide filter strips (>60 m),density,wintering_shrub_scrub_species,wintering_shrub_scrub_species,guild,shrub,abundance,count,,,,,,two group means,hedges_g,3.4,3.8,0.06336335026572777,0.4169129436330112,32,species,,FALSE,TRUE,FALSE
md_0090,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),medium filter strips (30-60 m),species_richness,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,1.5,0.8,-0.5466904589687973,0.4019673066847993,33,community,,FALSE,FALSE,TRUE
md_0091,55UE5VCT,Blank et al. 2011,mean_diff,provide_overwintering_habitat,narrow filter strips (<30),medium filter strips (30-60 m),species_richness,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,1.5,0.8,-0.5466904589687973,0.4019673066847993,33,community,,FALSE,FALSE,TRUE
md_0092,55UE5VCT,Blank et al. 2011,mean_diff,stream_exclusion_and_buffers,narrow filter strips (<30),wide filter strips (>60 m),species_richness,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,1.5,2.8,1.0028559734023583,0.4352792737432955,32,community,,FALSE,FALSE,TRUE
md_0093,55UE5VCT,Blank et al. 2011,mean_diff,provide_overwintering_habitat,narrow filter strips (<30),wide filter strips (>60 m),species_richness,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,,two group means,hedges_g,1.5,2.8,1.0028559734023583,0.4352792737432955,32,community,,FALSE,FALSE,TRUE
md_0096,7SS4IEI5,Blank et al. 2011b,mean_diff,provide_overwintering_habitat,unmowed buffers,mowed buffers,abundance,wintering_species,wintering_species,aggregate,other,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,11,0.3,1.3083612249735093,0.4209541308936582,26,species,,FALSE,FALSE,TRUE
md_0097,7SS4IEI5,Blank et al. 2011b,mean_diff,stream_exclusion_and_buffers,unmowed buffers,mowed buffers,abundance,wintering_species,wintering_species,aggregate,other,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,11,0.3,1.3083612249735093,0.4209541308936582,26,species,,FALSE,FALSE,TRUE
md_0098,7SS4IEI5,Blank et al. 2011b,mean_diff,provide_overwintering_habitat,unmowed buffers,mowed buffers,species_richness,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,3.3,0.5,1.2448130856014663,0.4172315880512766,26,community,,FALSE,FALSE,TRUE
