es_id,key,paper,region,source_sheet,bmp,treatment,control,response_var,species,species_key,species_group,analysis_class,response_metric,response_scale,survival_scale,link,baseline_survival,beta_is_derived,notes,species_include,treatment_control_flag,response_flag,sign,conversion,effect_metric,xbar_e,xbar_c,yi,sei,n_total
md_0811,86IBQ28G,Rahmig et al. 2009,great_plains,mean_diff,reduce_grazing_intensity,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,,TRUE,apples,0,-1,two group means,hedges_g,0.84,1.36,0.7426924341285261,0.554081826803325,12
md_0812,86IBQ28G,Rahmig et al. 2009,great_plains,mean_diff,reduce_grazing_intensity,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,TRUE,apples,0,-1,two group means,hedges_g,0.51,0.83,0.8643038562175794,0.5613818220549576,12
md_0813,86IBQ28G,Rahmig et al. 2009,great_plains,mean_diff,reduce_grazing_intensity,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,-1,two group means,hedges_g,0.29,0.07,-0.7869070930350843,0.5566189158813463,12
md_0814,86IBQ28G,Rahmig et al. 2009,great_plains,mean_diff,reduce_grazing_intensity,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,-1,two group means,hedges_g,0.12,0.01,-0.7465256162798662,0.5542964212667605,12
md_0815,86IBQ28G,Rahmig et al. 2009,great_plains,mean_diff,reduce_grazing_intensity,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,henslows_sparrow,henslows_sparrow,species,obligate,abundance,count,,,,,,TRUE,apples,0,-1,two group means,hedges_g,0,0.01,0.43514263457633695,0.5402899360437302,12
md_0816,86IBQ28G,Rahmig et al. 2009,great_plains,mean_diff,reduce_grazing_intensity,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,TRUE,apples,0,-1,two group means,hedges_g,0,0,,,12
md_0817,86IBQ28G,Rahmig et al. 2009,great_plains,mean_diff,reduce_grazing_intensity,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,northern_bobwhite,northern_bobwhite,species,facultative,abundance,count,,,,,,TRUE,apples,0,-1,two group means,hedges_g,0,0.05,0.6527139518645054,0.5493406483494501,12
md_0818,86IBQ28G,Rahmig et al. 2009,great_plains,mean_diff,reduce_grazing_intensity,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,upland_sandpiper,upland_sandpiper,species,obligate,abundance,count,,,,,,TRUE,apples,0,-1,two group means,hedges_g,0.04,0.02,-0.46153846153846156,0.541201818441165,12
md_0819,86IBQ28G,Rahmig et al. 2009,great_plains,mean_diff,reduce_grazing_intensity,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,lark_sparrow,lark_sparrow,species,facultative,abundance,count,,,,,,TRUE,apples,0,-1,two group means,hedges_g,0.01,0,-0.43514263457633695,0.5402899360437302,12
md_0820,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,lark_sparrow,lark_sparrow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.83,0.16,0.7047752552712108,0.6841483854912008,6
md_0821,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,western_meadowlark,western_meadowlark,species,obligate,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.66,0.16,1.4433756729740645,0.774775953277964,6
md_0822,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,northern_flicker,northern_flicker,species,forest,abundance,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,0.16,0.16,0,0.6531972647421809,6
md_0823,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,2.67,7.5,-2.6276595849846305,1.001024262716344,6
md_0824,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2007,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,3.5,5.5,-1.0970747958381761,0.7259231540863087,6
md_0825,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,western_kingbird,western_kingbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,2.16,1.5,0.6469160206408291,0.6793686001085718,6
md_0826,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2007,western_kingbird,western_kingbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,3.16,1.16,0.5925133522782715,0.6752204623076844,6
md_0827,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,western_kingbird,western_kingbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1,1,0,0.6531972647421809,6
md_0828,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2007,western_kingbird,western_kingbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.83,0.33,0.386378760763713,0.6626517780082098,6
md_0829,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,orchard_oriole,orchard_oriole,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1,2.33,-0.6264461914941245,0.677768079239837,6
md_0830,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2007,orchard_oriole,orchard_oriole,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1,1.33,-0.2046972959178568,0.6558646318001454,6
md_0831,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,northern_mockingbird,northern_mockingbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.83,2.83,-1.2775290932025127,0.7501155790931396,6
md_0832,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2007,northern_mockingbird,northern_mockingbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.33,2.16,-1.2113246696611262,0.7409063962094918,6
md_0833,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,brown_thrasher,brown_thrasher,species,shrub,abundance,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,0.33,0.67,-0.40379467274971187,0.6635165243948995,6
md_0834,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,yellow_warbler,yellow_warbler,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.33,1.16,-0.4629904654953862,0.6667308409408074,6
md_0835,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.67,0.5,0.8637281472941309,0.6991677381256084,6
md_0836,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2007,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.33,0.5,0.6127302241488279,0.6767223906192673,6
md_0837,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2006,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1,1,0,0.6531972647421809,6
md_0838,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2007,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.33,1.67,-1.5914260631900405,0.7985735676087579,6
md_0839,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2008,lark_sparrow,lark_sparrow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.16,0.16,0,0.6531972647421809,6
md_0840,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2009,lark_sparrow,lark_sparrow,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.5,1.83,-0.726563438432539,0.6860450926668326,6
md_0841,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2008,northern_flicker,northern_flicker,species,forest,abundance,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,0.16,0.5,-0.4230421765210019,0.6645151542738779,6
md_0842,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2008,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,3.83,6.66,-1.3499167799740537,0.7606069568035516,6
md_0843,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2009,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,4,7.33,-1.5665168699169634,0.7944586785842735,6
md_0844,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2008,western_kingbird,western_kingbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,2.66,3.33,-0.24403627550281204,0.6569851408619836,6
md_0845,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2009,western_kingbird,western_kingbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,2,2.83,-0.2677637043598173,0.657754855637246,6
md_0846,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2009,eastern_kingbird,eastern_kingbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.66,0.67,-0.008234742066506158,0.653201590308389,6
md_0847,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2008,orchard_oriole,orchard_oriole,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.83,1.67,-0.6502549197615943,0.6796341822795897,6
md_0848,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2009,orchard_oriole,orchard_oriole,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.5,1,-0.35900799542147066,0.6613676953087785,6
md_0849,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2008,northern_mockingbird,northern_mockingbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.66,2.83,-1.0271459982563844,0.7173463192985488,6
md_0850,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2009,northern_mockingbird,northern_mockingbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,2,6,-2.849091197210054,1.0502904618096454,6
md_0851,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2008,blue_grosbeak,blue_grosbeak,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.5,0.5,0,0.6531972647421809,6
md_0852,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2009,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.16,0.16,0,0.6531972647421809,6
md_0853,A9QQKZTZ,Raynor et al. 2017,great_plains,mean_diff,remove_non_native_shrubs,Treated,Untreated,abundance - 2009,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,0.83,0.66,0.17882357223299372,0.6552339194253561,6
md_0854,U2MLB3CF,Reif et al. 2016,europe,mean_diff,remove_non_native_shrubs,Native stands,R. pseudacacia stands,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,11.1,11.8,-0.053208843860167096,0.31388147038201203,39
md_0855,U2MLB3CF,Reif et al. 2016,europe,mean_diff,remove_non_native_shrubs,Native stands,R. pseudacacia stands,species_richness,specialists,specialists,guild,other,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,6.25,4.53,0.7990990476418631,0.32660670200373004,39
md_0856,U2MLB3CF,Reif et al. 2016,europe,mean_diff,remove_non_native_shrubs,Native stands,R. pseudacacia stands,species_richness,generalists,generalists,guild,other,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,4.8,7.263,-1.5076197845927983,0.3572467594166111,39
md_0857,LIZQ6R64,Renfrew and Ribic 2001,other,mean_diff,rotational_grazing,Rotational grazing,Continuous grazing,species_richness - 1996,all_species,all_species,aggregate,,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,4.3,5.5,-0.33724166931700206,0.6206287780296895,8
md_0858,LIZQ6R64,Renfrew and Ribic 2001,other,mean_diff,rotational_grazing,Rotational grazing,Continuous grazing,species_richness - 1997,all_species,all_species,aggregate,,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,3,5.3,-0.8944271909999157,0.6542719875161959,8
md_0859,LIZQ6R64,Renfrew and Ribic 2001,other,mean_diff,rotational_grazing,Rotational grazing,Continuous grazing,species_richness - 1998,all_species,all_species,aggregate,,species_richness,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.8,3.5,-0.724777021162854,0.6410173100617093,8
md_0860,LIZQ6R64,Renfrew and Ribic 2001,other,mean_diff,rotational_grazing,Rotational grazing,Continuous grazing,density - 1996,all_species,all_species,aggregate,,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.89,2.35,-0.28091106745042527,0.6188729860697603,8
md_0861,LIZQ6R64,Renfrew and Ribic 2001,other,mean_diff,rotational_grazing,Rotational grazing,Continuous grazing,density - 1997,all_species,all_species,aggregate,,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,2.78,3.31,-0.2213877660431752,0.6173614156901874,8
md_0862,LIZQ6R64,Renfrew and Ribic 2001,other,mean_diff,rotational_grazing,Rotational grazing,Continuous grazing,density - 1998,all_species,all_species,aggregate,,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.73,1.72,0.00524462921352592,0.6148768598523345,8
md_0863,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,american_goldfinch,american_goldfinch,species,facultative,abundance,count,,,,,Need to consider whether this represents edge and shrub; Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.92,0.21,1.0204988404734303,0.20912480313028986,102
md_0864,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,blue_grosbeak,blue_grosbeak,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,1.1,1.03,0.1694480102695765,0.19689830328651758,102
md_0865,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,brown_thrasher,brown_thrasher,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.95,-0.25,1.7471917306609013,0.23150012122848485,102
md_0866,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,carolina_wren,carolina_wren,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,1.24,1.45,-0.6832559089224444,0.2022785662182017,102
md_0867,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,eastern_towhee,eastern_towhee,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.71,0.72,-0.04315135665250085,0.19656378431628757,102
md_0868,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,field_sparrow,field_sparrow,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.77,-0.98,7.0847267217853,0.5335485360658974,102
md_0869,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,gray_catbird,gray_catbird,species,forest,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.42,0.73,-0.4183555810584618,0.1987112016488484,102
md_0870,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,indigo_bunting,indigo_bunting,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,1.78,1.66,0.9520206427761297,0.20753566680067648,102
md_0871,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,northern_cardinal,northern_cardinal,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,1.54,1.52,0.12799551306605914,0.19674476296629104,102
md_0872,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,painted_bunting,painted_bunting,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.88,0.04,0.9442036198470545,0.20736053643397945,102
md_0873,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,prairie_warbler,prairie_warbler,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.85,0.3,0.787682674373468,0.20413129548057832,102
md_0874,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,white_eyed_vireo,white_eyed_vireo,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.34,0.42,-0.19359729347497892,0.19700740777635511,102
md_0875,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,yellow_breasted_chat,yellow_breasted_chat,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,1.22,0.77,2.551053488110215,0.2655739751987554,102
md_0876,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,eastern_phoebe,eastern_phoebe,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.02,0.13,-0.15927050599679576,0.19685665383758266,102
md_0877,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,hooded_warbler,hooded_warbler,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,-0.28,0.25,-0.6736865405732576,0.20212116660043175,102
md_0878,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,northern_flicker,northern_flicker,species,forest,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.24,-0.24,0.6337811288400476,0.2014874835048484,102
md_0879,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,orchard_oriole,orchard_oriole,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.7,0.17,1.0213402880879787,0.20914493861043118,102
md_0880,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,red_headed_woodpecker,red_headed_woodpecker,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,-0.26,0.28,-0.808695235327158,0.20453365764332088,102
md_0881,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,ruby_throated_hummingbird,ruby_throated_hummingbird,species,woodland,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,-0.04,0.18,-0.3163104343869942,0.19778434231788458,102
md_0882,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,wild_turkey,wild_turkey,species,facultative,abundance,count,,,,,Questionable sample size,TRUE,apples,1,1,two group means,hedges_g,0.64,-0.08,1.0972880522552848,0.21102216889636624,102
md_0883,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,yellow_billed_cuckoo,yellow_billed_cuckoo,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.71,0.64,0.25730994152046766,0.19736449698353828,102
md_0884,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,yellow_throated_vireo,yellow_throated_vireo,species,woodland,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.04,-0.17,0.2721611238712132,0.1974621232472646,102
md_0885,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,great_crested_flycatcher,great_crested_flycatcher,species,shrub,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.17,-0.49,1.1680351192718867,0.21287547619416997,102
md_0886,GP94VHUQ,Riffell et al. 2015,southeast_us,mean_diff,edge_and_shrub_habitat,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,log abundance of males,summer_tanager,summer_tanager,species,woodland,abundance,count,,,,,Questionable sample size,FALSE,apples,1,1,two group means,hedges_g,0.24,-0.12,0.8608850692782416,0.2055751688423718,102
md_0887,Y95E74XD,Roberts et al. 2012,great_plains,mean_diff,prescribed_fire,Burned short-grass fields (1-year post-fire),Unburned short-grass fields,shannon diversity index,all_species,all_species,aggregate,,species_richness,diversity,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.165,1.336,-0.6494237238497871,0.5894186132376656,10
md_0888,Y95E74XD,Roberts et al. 2012,great_plains,mean_diff,prescribed_fire,Burned short-grass fields (2-years post-fire),Unburned short-grass fields,shannon diversity index,all_species,all_species,aggregate,,species_richness,diversity,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.669,1.582,0.49846027057580566,0.5820222289940409,10
md_0889,Y95E74XD,Roberts et al. 2012,great_plains,mean_diff,prescribed_fire,Burned mixed-grass fields (1-year post-fire),Unburned short-grass fields,shannon diversity index,all_species,all_species,aggregate,,species_richness,diversity,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.47,1.442,0.15904605082086176,0.572356117544097,10
md_0890,Y95E74XD,Roberts et al. 2012,great_plains,mean_diff,prescribed_fire,Burned mixed-grass fields (2-years post-fire),Unburned short-grass fields,shannon diversity index,all_species,all_species,aggregate,,species_richness,diversity,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.605,1.804,-1.1480362742331565,0.6262795760072525,10
md_0891,LUTCPDZB,Rodewald et al. 2015,other,mean_diff,remove_non_native_shrubs,Urban removal,Urban control,relative abundance,american_robin,american_robin,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,3,2.1,1.909347197368355,0.6866053504182986,12
md_0892,LUTCPDZB,Rodewald et al. 2015,other,mean_diff,remove_non_native_shrubs,Urban removal,Urban control,relative abundance,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.06,0.86,1.0410031435521936,0.6038876343513746,12
md_0893,LUTCPDZB,Rodewald et al. 2015,other,mean_diff,remove_non_native_shrubs,Urban removal,Urban control,relative abundance,gray_catbird,gray_catbird,species,forest,abundance,count,,,,,,FALSE,apples,0,1,two group means,hedges_g,1.72,1.68,0.07385809027808449,0.5654678767310735,12
md_0894,LUTCPDZB,Rodewald et al. 2015,other,mean_diff,remove_non_native_shrubs,Urban removal,Urban control,relative abundance,indigo_bunting,indigo_bunting,species,facultative,abundance,count,,,,,,TRUE,apples,0,1,two group means,hedges_g,1.31,1.03,0.7628091642057054,0.5863203360170192,12
