species,primary_habitat,habitat
reichenows_batis,Forest,forest
dark_batis,Forest,forest; woodland
malawi_batis,Forest,forest; artificial
cape_batis,Forest,forest; woodland; shrub; artificial; riparian
woodwards_batis,Forest,forest; woodland; shrub; savannah; riparian
chinspot_batis,Forest,forest; woodland; shrub; savannah; artificial; riparian
senegal_batis,Shrub,woodland; shrub; savannah; grasslands; artificial
grey_headed_batis,Woodland,forest; woodland; shrub; savannah; grasslands
east_coast_batis,Forest,forest; woodland; shrub
pririt_batis,Grassland,forest; woodland; shrub; savannah; grasslands; riparian
eastern_black_headed_batis,Woodland,forest; woodland; shrub; savannah; grasslands; riparian
western_black_headed_batis,Forest,forest; woodland; savannah; artificial
pygmy_batis,Shrub,forest; woodland; shrub; grasslands
angola_batis,Forest,forest; woodland; shrub; riparian
gabon_batis,Forest,forest; shrub; artificial
ituri_batis,Forest,forest; shrub; artificial
west_african_batis,Forest,forest; woodland; artificial
bioko_batis,Forest,forest; woodland; artificial
ground_batis,Savanna,forest; woodland; shrub; savannah; rocky_areas
west_african_wattle_eye,Forest,forest; shrub; artificial; riparian
chestnut_wattle_eye,Forest,forest; shrub; grasslands; artificial; wetlands_lakes_marsh
white_spotted_wattle_eye,Forest,forest; artificial; riparian
banded_wattle_eye,Forest,forest; bamboo; riparian
black_throated_wattle_eye,Forest,forest; shrub; artificial; riparian; coastal
white_fronted_wattle_eye,Forest,forest; shrub; artificial; coastal
brown_throated_wattle_eye,Forest,forest; shrub; savannah; artificial; riparian; coastal
rufous_bellied_wattle_eye,Forest,forest; shrub; artificial
yellow_bellied_wattle_eye,Forest,forest; artificial
red_cheeked_wattle_eye,Forest,forest; shrub; rocky_areas; artificial; riparian
black_necked_wattle_eye,Forest,forest; shrub; artificial
jamesons_wattle_eye,Forest,forest
fiery_breasted_bushshrike,Woodland,woodland; shrub; artificial; riparian
monteiros_bushshrike,Forest,forest; riparian
grey_headed_bushshrike,Savanna,forest; woodland; shrub; savannah; artificial
lagdens_bushshrike,Forest,forest; riparian
green_breasted_bushshrike,Forest,forest; shrub; grasslands
uluguru_bushshrike,Forest,forest
mount_kupe_bushshrike,Forest,forest; shrub
many_coloured_bushshrike,Forest,forest; grasslands; artificial; riparian
black_fronted_bushshrike,Forest,forest; shrub; rocky_areas; riparian
olive_bushshrike,Forest,forest; woodland; shrub; artificial; riparian
bocages_bushshrike,Forest,forest; woodland; savannah; artificial; riparian
orange_breasted_bushshrike,Forest,forest; woodland; shrub; grasslands; riparian
gorgeous_bushshrike,Forest,forest; woodland; shrub; savannah; artificial; riparian
dohertys_bushshrike,Shrub,forest; bamboo; shrub
bokmakierie,Shrub,shrub; artificial
rosy_patched_bushshrike,Savanna,shrub; savannah
marsh_tchagra,Wetland,shrub; grasslands; artificial; wetlands_lakes_marsh
brown_crowned_tchagra,Shrub,forest; woodland; shrub; savannah
three_streaked_tchagra,Shrub,shrub; savannah
southern_tchagra,Shrub,forest; shrub; grasslands; artificial; riparian
black_crowned_tchagra,Shrub,forest; woodland; shrub; savannah; desert; artificial
sabines_puffback,Forest,forest; shrub; artificial
pink_footed_puffback,Forest,forest; shrub; artificial
red_eyed_puffback,Shrub,forest; shrub; artificial; riparian
black_backed_puffback,Woodland,woodland; shrub; savannah; artificial; riparian; coastal
northern_puffback,Savanna,forest; bamboo; woodland; shrub; savannah; grasslands; artificial; coastal
pringles_puffback,Shrub,forest; woodland; shrub; grasslands
lowland_sooty_boubou,Forest,forest; shrub; wetlands_lakes_marsh
mountain_sooty_boubou,Forest,forest; shrub
albertine_sooty_boubou,Forest,forest; bamboo; savannah; riparian
willards_sooty_boubou,Forest,forest
fülleborns_boubou,Forest,forest; bamboo; shrub; artificial
slate_coloured_boubou,Woodland,forest; woodland; shrub; artificial
lühders_bushshrike,Forest,forest; shrub; artificial; riparian
brauns_bushshrike,Forest,forest
gabela_bushshrike,Forest,forest
red_naped_bushshrike,Shrub,forest; woodland; shrub
manda_boubou,Shrub,shrub; riparian
ethiopian_boubou,Riparian,forest; bamboo; woodland; shrub; savannah; artificial; riparian
tropical_boubou,Riparian,rocky_areas; artificial; riparian
zanzibar_boubou,Forest,forest; shrub; artificial; riparian
southern_boubou,Woodland,forest; woodland; shrub; artificial; coastal; wetlands_lakes_marsh
swamp_boubou,Shrub,forest; woodland; shrub; riparian; coastal; wetlands_lakes_marsh
turatis_boubou,Woodland,woodland; savannah
yellow_crowned_gonolek,Savanna,shrub; savannah; artificial; coastal; wetlands_lakes_marsh
papyrus_gonolek,Wetland,shrub; wetlands_lakes_marsh
black_headed_gonolek,Shrub,woodland; shrub; artificial; riparian; wetlands_lakes_marsh
crimson_breasted_gonolek,Savanna,forest; woodland; shrub; savannah
yellow_breasted_boubou,Forest,forest; bamboo; shrub
brubru,Woodland,woodland; shrub; savannah
yellow_breasted_boatbill,Forest,forest; shrub
black_breasted_boatbill,Forest,forest; shrub; artificial
red_tailed_vanga,Forest,forest
red_shouldered_vanga,Shrub,shrub
hook_billed_vanga,Forest,forest; woodland; savannah; artificial; riparian; coastal
berniers_vanga,Forest,forest
lafresnayes_vanga,Shrub,shrub
van_dams_vanga,Forest,forest
pollens_vanga,Forest,forest
sickle_billed_vanga,Forest,forest; savannah; artificial; coastal
white_headed_vanga,Forest,forest; savannah; coastal
chabert_vanga,Forest,forest; artificial; coastal
comoro_blue_vanga,Woodland,forest; woodland; shrub; artificial
madagascar_blue_vanga,Forest,forest; coastal
rufous_vanga,Forest,forest; shrub
helmet_vanga,Forest,forest
tylas_vanga,Forest,forest; coastal
nuthatch_vanga,Forest,forest
dark_newtonia,Forest,forest
common_newtonia,Forest,forest; woodland; coastal
archbolds_newtonia,Shrub,shrub
red_tailed_newtonia,Forest,forest
wards_flycatcher,Forest,forest
crossleys_vanga,Forest,forest
white_crested_helmetshrike,Savanna,woodland; shrub; savannah; artificial; riparian
grey_crested_helmetshrike,Forest,forest; woodland; shrub; grasslands; riparian
yellow_crested_helmetshrike,Woodland,woodland
red_billed_helmetshrike,Forest,forest; shrub; artificial; riparian
rufous_bellied_helmetshrike,Forest,forest
retzs_helmetshrike,Forest,forest; woodland; shrub; savannah; artificial; riparian; coastal
gabela_helmetshrike,Forest,forest; shrub; artificial
chestnut_fronted_helmetshrike,Forest,forest; woodland; riparian; coastal
bar_winged_flycatcher_shrike,Shrub,forest; woodland; shrub; artificial; coastal
black_winged_flycatcher_shrike,Forest,forest; artificial; coastal
large_woodshrike,Forest,forest; woodland; shrub; coastal
malabar_woodshrike,Forest,forest; woodland
common_woodshrike,Forest,forest; woodland; shrub; artificial
sri_lanka_woodshrike,Woodland,woodland
rufous_winged_philentoma,Forest,forest; shrub; riparian; wetlands_lakes_marsh
maroon_breasted_philentoma,Forest,forest; wetlands_lakes_marsh
african_shrike_flycatcher,Forest,forest; woodland; artificial; riparian
black_and_white_shrike_flycatcher,Forest,forest; woodland; artificial; riparian
bornean_bristlehead,Forest,forest
ashy_woodswallow,Savanna,forest; woodland; savannah; artificial
white_breasted_woodswallow,Savanna,woodland; savannah; grasslands; artificial; riparian; coastal
fiji_woodswallow,Forest,forest; woodland
ivory_backed_woodswallow,Forest,forest
great_woodswallow,Forest,forest; artificial
white_backed_woodswallow,Forest,forest; artificial
masked_woodswallow,Woodland,woodland; savannah
white_browed_woodswallow,Woodland,woodland
black_faced_woodswallow,Savanna,forest; woodland; shrub; savannah; grasslands; artificial
dusky_woodswallow,Woodland,forest; woodland
little_woodswallow,Woodland,woodland; shrub; savannah; rocky_areas
lowland_peltops,Forest,forest
mountain_peltops,Forest,forest; shrub
black_butcherbird,Forest,forest; artificial; riparian
australian_magpie,Woodland,woodland; savannah
grey_butcherbird,Woodland,woodland; artificial
silver_backed_butcherbird,Forest,forest; shrub; rocky_areas
black_backed_butcherbird,Woodland,woodland; shrub; savannah; artificial
pied_butcherbird,Woodland,woodland; savannah; artificial
hooded_butcherbird,Forest,forest; shrub; artificial; riparian
tagula_butcherbird,Forest,forest
pied_currawong,Forest,forest; savannah; artificial
black_currawong,Forest,forest; shrub; artificial; wetlands_lakes_marsh
grey_currawong,Forest,forest; woodland; shrub
mottled_berryhunter,Forest,forest; shrub
common_iora,Coastal,forest; bamboo; woodland; shrub; artificial; coastal
marshalls_iora,Shrub,woodland; shrub
green_iora,Forest,forest; coastal
great_iora,Forest,forest
white_bellied_minivet,Forest,forest; shrub; rocky_areas; desert
jerdons_minivet,Plains,shrub; plains
fiery_minivet,Forest,forest
small_minivet,Shrub,forest; woodland; shrub; artificial
grey_chinned_minivet,Forest,forest
grey_throated_minivet,Forest,forest; artificial
sunda_minivet,Forest,forest; artificial
short_billed_minivet,Woodland,forest; woodland; artificial
flores_minivet,Forest,forest
long_tailed_minivet,Forest,forest; woodland; artificial
orange_minivet,Forest,forest; artificial
scarlet_minivet,Forest,forest; woodland; artificial
ashy_minivet,Forest,forest; woodland
ryukyu_minivet,Forest,forest; shrub
brown_rumped_minivet,Forest,forest
rosy_minivet,Forest,forest; woodland; artificial
madagascar_cuckooshrike,Forest,forest; shrub; coastal
comoro_cuckooshrike,Forest,forest
grauers_cuckooshrike,Forest,forest
white_breasted_cuckooshrike,Woodland,woodland; savannah
grey_cuckooshrike,Forest,forest; shrub; riparian
stout_billed_cuckooshrike,Forest,forest; shrub
hooded_cuckooshrike,Forest,forest
cerulean_cuckooshrike,Forest,forest; artificial
pied_cuckooshrike,Forest,forest; shrub; coastal
ground_cuckooshrike,Savanna,shrub; savannah; grasslands
barred_cuckooshrike,Forest,forest; shrub
black_faced_cuckooshrike,Forest,forest; woodland; shrub; savannah; artificial; coastal
boyers_cuckooshrike,Forest,forest; shrub; coastal
buru_cuckooshrike,Forest,forest
wallacean_cuckooshrike,Forest,forest; bamboo; shrub; savannah; artificial
north_melanesian_cuckooshrike,Forest,forest; coastal
south_melanesian_cuckooshrike,Forest,forest; savannah
bar_bellied_cuckooshrike,Forest,forest; shrub; artificial; coastal
mindoro_cuckooshrike,Forest,forest
visayan_cuckooshrike,Forest,forest
mindanao_cuckooshrike,Forest,forest
sulu_cuckooshrike,Forest,forest
indian_cuckooshrike,Forest,forest; woodland; shrub; artificial
large_cuckooshrike,Woodland,forest; woodland
malaysian_cuckooshrike,Woodland,woodland
andaman_cuckooshrike,Forest,forest
slaty_cuckooshrike,Forest,forest; artificial; coastal; wetlands_lakes_marsh
white_rumped_cuckooshrike,Woodland,forest; woodland; shrub; artificial
sunda_cuckooshrike,Forest,forest
white_bellied_cuckooshrike,Woodland,forest; woodland; savannah; artificial; riparian; coastal
manus_cuckooshrike,Artificial,artificial
moluccan_cuckooshrike,Forest,forest; coastal
halmahera_cicadabird,Forest,forest
black_cuckooshrike,Woodland,forest; woodland; shrub; savannah; artificial; riparian
red_shouldered_cuckooshrike,Shrub,forest; shrub; savannah
petits_cuckooshrike,Forest,forest; shrub; savannah
purple_throated_cuckooshrike,Forest,forest; shrub; savannah; artificial; riparian
western_wattled_cuckooshrike,Forest,forest
eastern_wattled_cuckooshrike,Forest,forest; riparian
golden_cuckooshrike,Forest,forest
mc_gregors_cuckooshrike,Forest,forest
new_caledonian_cicadabird,Forest,forest
blackish_cicadabird,Forest,forest
white_winged_cicadabird,Forest,forest
black_bellied_cicadabird,Forest,forest; shrub; artificial
sumba_cicadabird,Forest,forest; woodland
kai_cicadabird,Forest,forest
timor_cicadabird,Forest,forest
pale_cicadabird,Forest,forest; shrub
pohnpei_cicadabird,Coastal,forest; coastal
black_bibbed_cicadabird,Forest,forest; shrub
grey_headed_cicadabird,Forest,forest; shrub
new_guinea_cicadabird,Forest,forest; shrub; artificial; riparian; coastal
solomon_cicadabird,Forest,forest
new_georgia_cicadabird,Forest,forest
malaita_cicadabird,Forest,forest
makira_cicadabird,Forest,forest; shrub
manus_cicadabird,Forest,forest; savannah; coastal
sangihe_cicadabird,Forest,forest
palau_cicadabird,Forest,forest; shrub; coastal
yap_cicadabird,Forest,forest; savannah
central_melanesian_cicadabird,Forest,forest
sulawesi_cicadabird,Forest,forest
geelvink_cicadabird,Forest,forest
banggai_cicdabird,Forest,forest
obi_cicadabird,Forest,forest
sula_cicadabird,Forest,forest; woodland; shrub; artificial
north_moluccan_cicadabird,Forest,forest
black_shouldered_cicadabird,Forest,forest; shrub
melanesian_cicadabird,Forest,forest
rossel_cicadabird,Forest,forest
south_moluccan_cicadabird,Forest,forest
slender_billed_cicadabird,Forest,forest; woodland; shrub; savannah; coastal
pygmy_cuckooshrike,Forest,forest
blue_cuckooshrike,Forest,forest; woodland; shrub
polynesian_triller,Shrub,forest; shrub
samoan_triller,Forest,forest; shrub
white_shouldered_triller,Shrub,shrub; artificial
long_tailed_triller,Forest,forest; shrub; savannah; coastal
white_winged_triller,Savanna,forest; woodland; shrub; savannah; artificial
rufous_bellied_triller,Forest,forest; shrub; artificial; coastal
black_browed_triller,Forest,forest; shrub; artificial; coastal
biak_triller,Forest,forest; woodland
tanimbar_triller,Forest,forest; coastal
varied_triller,Forest,forest; shrub; riparian; coastal
mussau_triller,Forest,forest
northern_black_and_white_triller,Forest,forest
southern_black_and_white_triller,Forest,forest
pied_triller,Shrub,shrub; artificial; coastal
white_rumped_triller,Woodland,forest; woodland; artificial; coastal
black_winged_cuckooshrike,Forest,forest; woodland; riparian
black_headed_cuckooshrike,Forest,forest; woodland; shrub; artificial; coastal
indochinese_cuckooshrike,Forest,forest; coastal
lesser_cuckooshrike,Forest,forest; shrub; artificial
mauritius_cuckooshrike,Forest,forest; shrub
reunion_cuckooshrike,Forest,forest
yellowhead,Forest,forest
whitehead,Forest,forest; shrub; artificial
pipipi,Forest,forest; shrub; artificial
varied_sittella,Forest,forest; shrub
papuan_sittella,Forest,forest
black_sittella,Forest,forest
wattled_ploughbill,Forest,forest; bamboo; shrub
rufous_naped_bellbird,Forest,forest; shrub
piping_bellbird,Forest,forest
crested_bellbird,Shrub,woodland; shrub; coastal
northern_shrike_tit,Woodland,woodland
western_shrike_tit,Woodland,woodland
eastern_shrike_tit,Woodland,woodland; shrub; riparian
maroon_backed_whistler,Forest,forest
sangihe_whistler,Forest,forest
black_pitohui,Forest,forest
olive_whistler,Shrub,forest; shrub
red_lored_whistler,Shrub,shrub
gilberts_whistler,Shrub,woodland; shrub; riparian
mangrove_whistler,Coastal,woodland; artificial; coastal
green_backed_whistler,Forest,forest
white_vented_whistler,Forest,forest
island_whistler,Forest,forest; shrub; coastal
biak_whistler,Forest,forest; artificial; riparian; coastal
rusty_whistler,Forest,forest
brown_backed_whistler,Forest,forest; grasslands
yellow_bellied_whistler,Forest,forest
sulphur_bellied_whistler,Forest,forest
bornean_whistler,Forest,forest
vogelkop_whistler,Forest,forest; shrub
grey_whistler,Forest,forest; riparian; coastal
brown_whistler,Forest,forest; coastal; wetlands_lakes_marsh
fawn_breasted_whistler,Forest,forest; shrub; coastal
banda_sea_whistler,Forest,forest; shrub; artificial; coastal
sclaters_whistler,Forest,forest; shrub
timor_whistler,Coastal,shrub; artificial; coastal
rusty_breasted_whistler,Forest,forest; bamboo; woodland; shrub; artificial; coastal
selayar_whistler,Forest,forest; shrub; savannah; artificial
yellow_throated_whistler,Forest,forest; shrub; artificial; coastal
baliem_whistler,Forest,forest; woodland; artificial
black_chinned_whistler,Forest,forest; shrub
golden_whistler,Forest,forest; woodland; shrub
western_whistler,Forest,forest; woodland; shrub; artificial
bismarck_whistler,Forest,forest; woodland; shrub; artificial; riparian
oriole_whistler,Forest,forest; artificial
louisiade_whistler,Forest,forest; woodland; shrub; artificial; riparian
rennell_whistler,Forest,forest
vanuatu_whistler,Forest,forest; woodland; shrub; artificial
new_caledonian_whistler,Forest,forest
white_throated_fiji_whistler,Forest,forest
yellow_throated_fiji_whistler,Forest,forest
nendo_whistler,Forest,forest
utupua_whistler,Forest,forest
temotu_whisler,Forest,forest; woodland; shrub; artificial
tongan_whistler,Forest,forest; shrub
black_tailed_whistler,Coastal,forest; bamboo; woodland; shrub; coastal
samoan_whistler,Forest,forest; artificial
guadalcanal_hooded_whistler,Forest,forest
bougainville_hooded_whistler,Forest,forest
bare_throated_whistler,Forest,forest
lorentzs_whistler,Forest,forest; shrub
regent_whistler,Forest,forest
golden_backed_whistler,Shrub,shrub; riparian; wetlands_lakes_marsh
rufous_whistler,Forest,forest; woodland
black_headed_whistler,Forest,forest; artificial
white_bellied_whistler,Forest,forest; shrub; savannah; coastal
babar_whistler,Forest,forest
wallacean_whistler,Coastal,forest; artificial; coastal
drab_whistler,Forest,forest; woodland; shrub; artificial
cinnamon_breasted_whistler,Forest,forest; woodland; shrub; artificial
white_breasted_whistler,Coastal,coastal
morningbird,Forest,forest; shrub
white_bellied_pitohui,Forest,forest
rusty_pitohui,Forest,forest; shrub; riparian
bowers_shrike_thrush,Forest,forest
sooty_shrike_thrush,Forest,forest
little_shrike_thrush,Forest,forest; shrub; coastal
variable_shrike_thrush,Forest,forest
waigeo_shrike_thrush,Forest,forest
mamberamo_shrike_thrush,Forest,forest
tagula_shrike_thrush,Forest,forest; artificial
sepik_ramu_shrike_thrush,Forest,forest; woodland
rufous_shrike_thrush,Forest,forest; artificial; riparian; coastal
grey_shrike_thrush,Forest,forest; woodland; artificial; coastal
sandstone_shrike_thrush,Rocky,rocky_areas; riparian
green_shrike_babbler,Forest,forest
black_eared_shrike_babbler,Forest,forest; riparian
black_headed_shrike_babbler,Forest,forest; shrub
white_browed_shrike_babbler,Forest,forest
pied_shrike_babbler,Forest,forest
clicking_shrike_babbler,Forest,forest
chestnut_fronted_shrike_babbler,Forest,forest; shrub
white_bellied_erpornis,Forest,forest; shrub; riparian
rufous_browed_peppershrike,Forest,forest; artificial; riparian; coastal
black_billed_peppershrike,Forest,forest
chestnut_sided_shrike_vireo,Woodland,forest; woodland
green_shrike_vireo,Forest,forest
yellow_browed_shrike_vireo,Forest,forest
slaty_capped_shrike_vireo,Forest,forest
pale_legged_shrike_vireo,Forest,forest
grey_eyed_greenlet,Woodland,woodland; shrub
rufous_crowned_greenlet,Forest,forest; woodland; shrub
olivaceous_greenlet,Forest,forest; shrub
ashy_headed_greenlet,Woodland,woodland; shrub; artificial; coastal
brown_headed_greenlet,Woodland,forest; woodland; shrub
rio_de_janeiro_greenlet,Forest,forest; woodland; shrub; artificial; riparian
lemon_chested_greenlet,Forest,forest
scrub_greenlet,Shrub,forest; bamboo; woodland; shrub; artificial; riparian
yellow_green_greenlet,Shrub,bamboo; shrub; artificial
tobago_greenlet,Shrub,forest; shrub
grey_chested_greenlet,Forest,forest; woodland; shrub
tawny_crowned_greenlet,Forest,forest
rufous_fronted_greenlet,Forest,forest
olive_crowned_greenlet,Forest,forest
red_fronted_greenlet,Forest,forest
lesser_greenlet,Forest,forest; woodland
dusky_capped_greenlet,Forest,forest
buff_cheeked_greenlet,Forest,forest
golden_fronted_greenlet,Woodland,forest; woodland; shrub; riparian; coastal
rufous_naped_greenlet,Forest,forest; woodland; shrub
golden_greenlet,Shrub,woodland; shrub; artificial
yellow_green_vireo,Woodland,forest; woodland; shrub
red_eyed_vireo,Forest,forest; artificial; riparian; wetlands_lakes_marsh
yucatan_vireo,Woodland,forest; woodland; shrub; artificial; coastal
black_whiskered_vireo,Forest,forest; woodland; shrub; coastal; wetlands_lakes_marsh
chivi_vireo,Forest,forest; woodland; shrub; coastal
noronha_vireo,Forest,forest; shrub; artificial
tepui_vireo,Forest,forest; woodland; shrub
philadelphia_vireo,Woodland,forest; woodland; shrub; artificial; riparian; wetlands_lakes_marsh
warbling_vireo,Forest,forest; woodland; shrub; artificial
brown_capped_vireo,Forest,forest; shrub; grasslands
huttons_vireo,Woodland,forest; woodland
grey_vireo,Shrub,woodland; shrub
yellow_throated_vireo,Forest,forest; woodland; artificial; riparian
yellow_winged_vireo,Forest,forest; woodland
choco_vireo,Forest,forest
blue_headed_vireo,Forest,forest
cassins_vireo,Forest,forest; woodland
plumbeous_vireo,Forest,forest; woodland
blue_mountain_vireo,Forest,forest; woodland; artificial
flat_billed_vireo,Forest,forest; shrub
mangrove_vireo,Coastal,forest; woodland; shrub; artificial; coastal
cozumel_vireo,Woodland,forest; woodland; shrub; artificial
san_andres_vireo,Forest,forest; shrub; artificial; coastal
white_eyed_vireo,Shrub,woodland; shrub
thick_billed_vireo,Woodland,forest; woodland; shrub; coastal
jamaican_vireo,Forest,forest; woodland; shrub
cuban_vireo,Forest,forest; shrub
bells_vireo,Shrub,woodland; shrub
puerto_rican_vireo,Forest,forest; woodland; shrub; grasslands; artificial; coastal
black_capped_vireo,Shrub,shrub
dwarf_vireo,Shrub,woodland; shrub
slaty_vireo,Shrub,woodland; shrub
north_island_piopio,Forest,forest
south_island_piopio,Forest,forest; shrub
timor_figbird,Forest,forest; woodland; shrub; riparian; coastal
wetar_figbird,Forest,forest; woodland; shrub
australasian_figbird,Forest,forest; shrub
northern_variable_pitohui,Forest,forest; shrub; artificial
waigeo_pitohui,Forest,forest; artificial
southern_variable_pitohui,Forest,forest; artificial
hooded_pitohui,Forest,forest; shrub; coastal
isabela_oriole,Forest,forest; bamboo; shrub; artificial
seram_oriole,Forest,forest
buru_oriole,Forest,forest; woodland; artificial; coastal
halmahera_oriole,Forest,forest; artificial
olive_backed_oriole,Woodland,forest; woodland; savannah
timor_oriole,Forest,forest; woodland; artificial; coastal
wetar_oriole,Forest,forest; artificial; coastal
tanimbar_oriole,Forest,forest; woodland; artificial; coastal
brown_oriole,Forest,forest; shrub; savannah; artificial; riparian; coastal
green_oriole,Forest,forest; woodland; artificial; riparian; coastal
javan_oriole,Forest,forest
black_and_crimson_oriole,Forest,forest
black_oriole,Forest,forest
maroon_oriole,Forest,forest
silver_oriole,Forest,forest
black_hooded_oriole,Forest,forest; woodland; shrub; artificial; wetlands_lakes_marsh
dark_throated_oriole,Forest,forest; artificial
ventriloquial_oriole,Forest,forest; shrub; artificial; wetlands_lakes_marsh
philippine_oriole,Forest,forest; shrub
white_lored_oriole,Forest,forest
green_headed_oriole,Forest,forest; woodland; shrub; riparian
western_black_headed_oriole,Forest,forest; woodland; shrub; savannah; riparian
sao_tome_oriole,Forest,forest; artificial
eastern_black_headed_oriole,Woodland,woodland; shrub; savannah; artificial; coastal
ethiopian_black_headed_oriole,Forest,forest; woodland
mountain_oriole,Forest,forest; artificial; riparian
black_winged_oriole,Forest,forest; artificial; riparian; coastal
african_golden_oriole,Woodland,forest; woodland; savannah; riparian
indian_golden_oriole,Forest,forest; woodland; shrub; savannah; artificial; riparian
eurasian_golden_oriole,Woodland,woodland; shrub; savannah; plains; desert; artificial; riparian
black_naped_oriole,Forest,forest; woodland; shrub; artificial; coastal
slender_billed_oriole,Forest,forest; shrub
bronzed_drongo,Forest,forest; shrub; artificial
lesser_racquet_tailed_drongo,Forest,forest; riparian
crow_billed_drongo,Forest,forest; woodland; shrub; artificial; coastal
greater_racquet_tailed_drongo,Forest,forest; bamboo; shrub; artificial; wetlands_lakes_marsh
sri_lanka_drongo,Forest,forest
andaman_drongo,Forest,forest
sumatran_drongo,Forest,forest
sulawesi_drongo,Forest,forest
spangled_drongo,Forest,forest; artificial; riparian; coastal
ribbon_tailed_drongo,Forest,forest; shrub
hair_crested_drongo,Forest,forest; bamboo; shrub; artificial
tablas_drongo,Forest,forest; riparian
palawan_drongo,Forest,forest; woodland; shrub
balicassiao,Forest,forest
short_tailed_drongo,Forest,forest; shrub
wallacean_drongo,Forest,forest; woodland; artificial; coastal
ashy_drongo,Forest,forest; bamboo; woodland; shrub; artificial; coastal
white_bellied_drongo,Forest,forest; woodland; artificial
mayotte_drongo,Forest,forest; artificial
crested_drongo,Woodland,woodland; shrub
aldabra_drongo,Woodland,woodland; shrub; coastal
comoro_drongo,Forest,forest; artificial
velvet_mantled_drongo,Forest,forest; savannah; artificial; riparian
fork_tailed_drongo,Woodland,woodland; savannah; grasslands; artificial; riparian
black_drongo,Shrub,shrub; artificial
square_tailed_drongo,Forest,forest; shrub; savannah; riparian
shining_drongo,Forest,forest; shrub
sharpes_drongo,Forest,forest; woodland; shrub; savannah; artificial
mindanao_blue_fantail,Forest,forest
visayan_blue_fantail,Forest,forest
blue_headed_fantail,Forest,forest
tablas_fantail,Forest,forest
visayan_fantail,Forest,forest
white_throated_fantail,Forest,forest; woodland; shrub; artificial
white_spotted_fantail,Woodland,forest; woodland; artificial
white_bellied_fantail,Forest,forest
white_browed_fantail,Forest,forest; shrub; artificial
sunda_pied_fantail,Woodland,forest; bamboo; woodland; shrub; artificial; coastal
philippine_pied_fantail,Woodland,forest; bamboo; woodland; shrub; artificial; coastal
spotted_fantail,Forest,forest
willie_wagtail,Savanna,shrub; savannah; grasslands; artificial; riparian; coastal; wetlands_lakes_marsh
brown_capped_fantail,Forest,forest; bamboo; woodland; shrub; coastal
cinnamon_tailed_fantail,Forest,forest; artificial; coastal
timor_fantail,Woodland,forest; woodland; shrub; savannah
roti_fantail,Woodland,forest; woodland; artificial; coastal
banda_fantail,Woodland,woodland; shrub; artificial
kai_fantail,Forest,forest; woodland; coastal
buru_fantail,Woodland,forest; woodland; shrub; artificial
seram_fantail,Woodland,forest; woodland; shrub; artificial
obi_fantail,Woodland,forest; woodland; shrub; artificial
northern_fantail,Forest,forest; woodland; riparian; coastal
biak_fantail,Forest,forest; coastal
white_winged_fantail,Forest,forest; coastal
white_gorgeted_fantail,Forest,forest
sooty_thicket_fantail,Forest,forest; riparian
black_thicket_fantail,Shrub,forest; shrub; riparian; coastal; wetlands_lakes_marsh
white_bellied_thicket_fantail,Shrub,forest; woodland; shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
black_fantail,Forest,forest
chestnut_bellied_fantail,Forest,forest
friendly_fantail,Forest,forest; grasslands; artificial
grey_fantail,Forest,forest; woodland; shrub; artificial; riparian; coastal
new_zealand_fantail,Woodland,forest; woodland; artificial
mangrove_fantail,Coastal,coastal
bougainville_fantail,Forest,forest
guadalcanal_fantail,Forest,forest
dusky_fantail,Forest,forest
rennell_fantail,Forest,forest
new_caledonia_streaked_fantail,Forest,forest; shrub; artificial
vanuatu_streaked_fantail,Forest,forest; shrub; artificial
fiji_streaked_fantail,Forest,forest; shrub; artificial
taveuni_streaked_fantail,Forest,forest; artificial
kadavu_fantail,Forest,forest; shrub; riparian
samoan_fantail,Forest,forest; shrub; artificial
rufous_tailed_fantail,Forest,forest
black_and_cinnamon_fantail,Forest,forest
dimorphic_fantail,Forest,forest
palau_fantail,Forest,forest; shrub
streaky_breasted_fantail,Forest,forest
tawny_backed_fantail,Forest,forest; shrub
rusty_bellied_fantail,Forest,forest
peleng_fantail,Forest,forest
taliabu_fantail,Forest,forest
long_tailed_fantail,Forest,forest; coastal
rufous_backed_fantail,Forest,forest; shrub; wetlands_lakes_marsh
bismarck_fantail,Forest,forest
mussau_fantail,Forest,forest
malaita_fantail,Forest,forest
manus_fantail,Forest,forest; shrub; artificial
arafura_fantail,Coastal,forest; woodland; artificial; coastal
supertramp_fantail,Coastal,forest; woodland; artificial; coastal
gilolo_fantail,Forest,forest
rufous_fantail,Forest,forest; woodland; riparian; coastal
pohnpei_fantail,Forest,forest; shrub; savannah; coastal
louisiade_fantail,Coastal,forest; coastal
white_fronted_fantail,Forest,forest
micronesian_rufous_fantail,Forest,forest
solomons_rufous_fantail,Forest,forest
drongo_fantail,Forest,forest
cerulean_flycatcher,Forest,forest
natewa_silktail,Forest,forest; artificial
taveuni_silktail,Forest,forest
black_naped_monarch,Forest,forest; bamboo; woodland; shrub; artificial; riparian
pale_blue_monarch,Forest,forest; shrub
short_crested_monarch,Forest,forest
celestial_monarch,Forest,forest; riparian
southern_crested_flycatcher,Shrub,forest; shrub; riparian
eastern_crested_flycatcher,Shrub,forest; shrub; riparian
western_crested_flycatcher,Forest,forest; shrub; artificial; riparian
