species,primary_habitat,habitat
bedfords_paradise_flycatcher,Forest,forest
rufous_vented_paradise_flycatcher,Shrub,forest; shrub; artificial; riparian; coastal; wetlands_lakes_marsh
red_bellied_paradise_flycatcher,Forest,forest; shrub; savannah; grasslands; artificial; riparian; coastal
batess_paradise_flycatcher,Forest,forest; riparian
african_paradise_flycatcher,Woodland,forest; woodland; shrub; savannah; artificial; riparian
indian_paradise_flycatcher,Woodland,forest; woodland; shrub; artificial; riparian; wetlands_lakes_marsh
oriental_paradise_flycatcher,Forest,forest; bamboo; shrub; artificial; coastal
nusa_tenggara_paradise_flycatcher,Forest,forest; bamboo; artificial
chinese_paradise_flycatcher,Forest,forest; artificial; coastal
japanese_paradise_flycatcher,Forest,forest; artificial; riparian; coastal
blue_paradise_flycatcher,Forest,forest; shrub
southern_rufous_paradise_flycatcher,Forest,forest; woodland; shrub; artificial; coastal
northern_rufous_paradise_flycatcher,Forest,forest
sao_tome_paradise_flycatcher,Forest,forest; woodland; grasslands; artificial; riparian
madagascar_paradise_flycatcher,Forest,forest; woodland; savannah; artificial; coastal
seychelles_paradise_flycatcher,Forest,forest; wetlands_lakes_marsh
mascarene_paradise_flycatcher,Forest,forest
kauai_elepaio,Forest,forest
oahu_elepaio,Forest,forest
hawaii_elepaio,Forest,forest; shrub; artificial
rarotonga_monarch,Forest,forest
tahiti_monarch,Forest,forest
maupiti_monarch,Forest,forest
marquesas_monarch,Forest,forest
ua_pou_monarch,Forest,forest
nuku_hiva_monarch,Forest,forest; artificial
iphis_monarch,Forest,forest; shrub; artificial
eiao_monarch,Forest,forest; shrub
fatu_hiva_monarch,Forest,forest; shrub
vanikoro_monarch,Forest,forest; shrub
ogea_monarch,Forest,forest
slaty_monarch,Forest,forest; artificial
buff_bellied_monarch,Forest,forest; shrub; artificial
southern_shrikebill,Forest,forest
fiji_shrikebill,Forest,forest; shrub
black_throated_shrikebill,Forest,forest
nendo_shrikebill,Forest,forest
rennell_shrikebill,Forest,forest
chuuk_monarch,Forest,forest; coastal
black_monarch,Forest,forest; shrub
spot_winged_monarch,Forest,forest; shrub
black_bibbed_monarch,Forest,forest; coastal
flores_monarch,Forest,forest
black_chinned_monarch,Forest,forest
louisiade_monarch,Forest,forest; shrub
spectacled_monarch,Forest,forest; shrub; artificial; coastal
moluccan_monarch,Forest,forest; shrub
white_tailed_monarch,Forest,forest; woodland; coastal
white_tipped_monarch,Forest,forest; shrub
black_tipped_monarch,Forest,forest; shrub; artificial
kofiau_monarch,Forest,forest
biak_monarch,Forest,forest
hooded_monarch,Forest,forest
manus_monarch,Forest,forest; shrub; coastal
white_breasted_monarch,Forest,forest
black_tailed_monarch,Forest,forest
djaul_monarch,Forest,forest; shrub
solomons_pied_monarch,Forest,forest; shrub; artificial
malaita_monarch,Forest,forest
white_collared_monarch,Forest,forest; shrub
vella_lavella_monarch,Forest,forest; artificial
kolombangara_monarch,Forest,forest; artificial
rufous_monarch,Forest,forest
island_monarch,Forest,forest; shrub; artificial
black_faced_monarch,Forest,forest; shrub; riparian; coastal; wetlands_lakes_marsh
black_winged_monarch,Forest,forest
chestnut_bellied_monarch,Forest,forest; shrub; coastal
makira_monarch,Forest,forest
ugi_monarch,Forest,forest; shrub; coastal
white_capped_monarch,Forest,forest
yap_monarch,Forest,forest; coastal
tinian_monarch,Forest,forest; shrub
white_eared_monarch,Shrub,forest; shrub; riparian; coastal
white_naped_monarch,Forest,forest; coastal
tanimbar_monarch,Forest,forest; coastal
golden_monarch,Forest,forest; riparian
ochre_collared_monarch,Forest,forest
frilled_monarch,Forest,forest; riparian
frill_necked_monarch,Forest,forest; riparian
pied_monarch,Forest,forest
magpie_lark,Savanna,woodland; shrub; savannah; grasslands; artificial
torrent_lark,Forest,forest; riparian
chuuk_flycatcher,Forest,forest; shrub; artificial; coastal
palau_flycatcher,Forest,forest; coastal
guam_flycatcher,Forest,forest; shrub
pohnpei_flycatcher,Forest,forest; shrub; savannah; coastal
moluccan_flycatcher,Forest,forest; shrub; artificial; coastal
biak_flycatcher,Forest,forest
leaden_flycatcher,Forest,forest; woodland; savannah; artificial; coastal; wetlands_lakes_marsh
steel_blue_flycatcher,Forest,forest; shrub; coastal
makira_flycatcher,Forest,forest; artificial
melanesian_flycatcher,Woodland,forest; woodland; shrub; artificial; coastal
vanikoro_flycatcher,Forest,forest; shrub; artificial; coastal
samoan_flycatcher,Forest,forest; shrub
azure_crested_flycatcher,Forest,forest
chestnut_throated_flycatcher,Forest,forest
broad_billed_flycatcher,Coastal,bamboo; woodland; shrub; riparian; coastal
satin_flycatcher,Shrub,forest; shrub; coastal
shining_flycatcher,Riparian,forest; shrub; riparian; coastal; wetlands_lakes_marsh
mussau_flycatcher,Forest,forest; shrub
velvet_flycatcher,Forest,forest; shrub; coastal
djaul_flycatcher,Forest,forest; shrub; artificial
paperbark_flycatcher,Riparian,woodland; shrub; savannah; riparian
restless_flycatcher,Woodland,woodland
crested_jayshrike,Forest,forest
northern_white_crowned_shrike,Woodland,forest; woodland; shrub; desert
southern_white_crowned_shrike,Woodland,forest; woodland; savannah; desert
yellow_billed_shrike,Savanna,forest; woodland; savannah; grasslands; artificial
magpie_shrike,Woodland,forest; woodland; shrub; savannah
long_tailed_fiscal,Savanna,forest; shrub; savannah; grasslands; artificial
grey_backed_fiscal,Woodland,forest; woodland; shrub; savannah; grasslands; artificial
taita_fiscal,Shrub,woodland; shrub; grasslands
great_grey_shrike,Shrub,forest; shrub; grasslands; artificial
somali_fiscal,Grassland,shrub; savannah; grasslands; desert
loggerhead_shrike,Grassland,woodland; shrub; savannah; grasslands; artificial
giant_grey_shrike,Shrub,shrub
chinese_grey_shrike,Grassland,shrub; grasslands; artificial
iberian_grey_shrike,Savanna,shrub; savannah; plains; desert; artificial
northern_grey_shrike,Forest,forest; plains; riparian
masked_shrike,Woodland,forest; woodland; shrub; artificial; wetlands_lakes_marsh
newtons_fiscal,Forest,forest
northern_fiscal,Woodland,woodland; shrub; savannah; grasslands; desert; artificial; wetlands_lakes_marsh
emins_shrike,Savanna,forest; woodland; shrub; savannah; artificial
mackinnons_shrike,Savanna,forest; woodland; shrub; savannah; artificial
souzas_shrike,Woodland,woodland; savannah
common_fiscal,Grassland,forest; shrub; savannah; grasslands; desert; artificial
lesser_grey_shrike,Grassland,shrub; grasslands; artificial
woodchat_shrike,Woodland,woodland; shrub; plains; artificial
burmese_shrike,Forest,forest; woodland; shrub; artificial
tiger_shrike,Woodland,forest; woodland; shrub; artificial
bay_backed_shrike,Shrub,shrub; plains; rocky_areas; artificial
isabelline_shrike,Shrub,forest; woodland; shrub; savannah; plains; artificial; wetlands_lakes_marsh
red_backed_shrike,Shrub,shrub; savannah; grasslands; artificial
red_tailed_shrike,Shrub,shrub; plains; riparian
mountain_shrike,Forest,forest; shrub
brown_shrike,Shrub,forest; woodland; shrub; grasslands; artificial
bull_headed_shrike,Shrub,forest; shrub; artificial
long_tailed_shrike,Shrub,forest; shrub; grasslands; plains; artificial; riparian; wetlands_lakes_marsh
grey_backed_shrike,Grassland,forest; shrub; grasslands; artificial
malay_black_magpie,Forest,forest; woodland; artificial; coastal
bornean_black_magpie,Forest,forest; artificial; coastal
siberian_jay,Forest,forest
sichuan_jay,Forest,forest
canada_jay,Forest,forest
black_collared_jay,Forest,forest
quindio_jay,Forest,forest; bamboo
white_collared_jay,Forest,forest; bamboo; shrub
turquoise_jay,Forest,forest
beautiful_jay,Forest,forest
azure_hooded_jay,Forest,forest; woodland
black_throated_jay,Forest,forest; rocky_areas
dwarf_jay,Forest,forest
white_throated_jay,Forest,forest
silvery_throated_jay,Forest,forest
black_throated_magpie_jay,Woodland,forest; woodland
white_throated_magpie_jay,Woodland,forest; woodland; artificial; riparian; coastal
brown_jay,Woodland,forest; woodland; artificial; riparian
azure_jay,Forest,forest
violaceous_jay,Forest,forest; woodland; riparian; coastal
purplish_jay,Woodland,woodland; shrub; artificial
curl_crested_jay,Shrub,shrub
green_jay,Woodland,forest; woodland; shrub; artificial
inca_jay,Woodland,forest; woodland; shrub; artificial
white_tailed_jay,Woodland,forest; woodland; shrub; artificial; riparian
bushy_crested_jay,Forest,forest; woodland; shrub; artificial
yucatan_jay,Forest,forest; woodland; shrub
purplish_backed_jay,Forest,forest; shrub; coastal
san_blas_jay,Forest,forest; woodland; shrub; artificial; coastal
tufted_jay,Forest,forest; woodland; riparian
black_chested_jay,Forest,forest; woodland; artificial; riparian
azure_naped_jay,Forest,forest; woodland; shrub
campina_jay,Savanna,forest; savannah
cayenne_jay,Woodland,woodland; shrub
plush_crested_jay,Forest,forest; woodland; shrub; artificial
white_naped_jay,Shrub,woodland; shrub; riparian
blue_jay,Woodland,forest; woodland; artificial
stellers_jay,Forest,forest; woodland; artificial
mexican_jay,Forest,forest
transvolcanic_jay,Forest,forest; woodland
unicolored_jay,Forest,forest
california_scrub_jay,Shrub,forest; shrub; artificial; coastal
woodhouses_scrub_jay,Woodland,woodland; shrub; grasslands; artificial; riparian
island_scrub_jay,Shrub,forest; shrub; artificial; coastal
florida_scrub_jay,Shrub,shrub
pinyon_jay,Forest,forest; shrub; grasslands; artificial
eurasian_jay,Woodland,forest; woodland; shrub; artificial
plain_crowned_jay,Woodland,forest; woodland
white_faced_jay,Forest,forest
black_headed_jay,Forest,forest; shrub; artificial
amami_jay,Forest,forest; woodland; artificial
asian_azure_winged_magpie,Woodland,forest; woodland; artificial
iberian_azure_winged_magpie,Woodland,woodland; rocky_areas; artificial
sri_lanka_blue_magpie,Forest,forest
taiwan_blue_magpie,Forest,forest
yellow_billed_blue_magpie,Forest,forest; shrub; artificial
red_billed_blue_magpie,Forest,forest; shrub; artificial
hainan_magpie,Forest,forest; shrub; artificial; riparian
white_winged_magpie,Forest,forest
common_green_magpie,Forest,forest; bamboo; artificial; riparian
indochinese_green_magpie,Forest,forest
javan_green_magpie,Forest,forest
bornean_green_magpie,Forest,forest
rufous_treepie,Woodland,woodland; shrub
sumatran_treepie,Forest,forest; bamboo; woodland; artificial; riparian
bornean_treepie,Forest,forest; bamboo; shrub; artificial
grey_treepie,Forest,forest; shrub; artificial
white_bellied_treepie,Forest,forest; artificial
collared_treepie,Forest,forest; bamboo
andaman_treepie,Forest,forest
racquet_tailed_treepie,Forest,forest; shrub; coastal
hooded_treepie,Woodland,bamboo; woodland; shrub
ratchet_tailed_treepie,Forest,forest; bamboo; shrub
eurasian_magpie,Shrub,shrub; artificial
maghreb_magpie,Plains,woodland; plains; artificial
asir_magpie,Forest,forest; riparian
black_rumped_magpie,Shrub,shrub; artificial
orential_magpie,Shrub,shrub; artificial
black_billed_magpie,Shrub,forest; shrub; grasslands; plains; artificial; riparian
yellow_billed_magpie,Shrub,woodland; shrub; savannah; artificial
ethiopian_bushcrow,Grassland,shrub; savannah; grasslands
mongolian_ground_jay,Desert,shrub; plains; desert
xinjiang_ground_jay,Desert,shrub; desert
turkestan_ground_jay,Desert,shrub; plains; desert
iranian_ground_jay,Desert,shrub; desert
clarks_nutcracker,Forest,forest; desert; artificial
northern_nutcracker,Forest,forest; woodland
southern_nutcracker,Forest,forest; artificial
large_spotted_nutcracker,Forest,forest; artificial
red_billed_chough,Coastal,grasslands; rocky_areas; coastal
yellow_billed_chough,Rocky,plains; rocky_areas; artificial
piapiac,Savanna,woodland; shrub; savannah; grasslands; artificial
eurasian_jackdaw,Artificial,woodland; grasslands; rocky_areas; artificial; coastal
daurian_jackdaw,Grassland,shrub; grasslands; rocky_areas; artificial
house_crow,Artificial,shrub; grasslands; artificial; coastal
new_caledonian_crow,Woodland,forest; woodland; savannah; grasslands; artificial
piping_crow,Forest,forest; woodland
banggai_crow,Forest,forest
slender_billed_crow,Forest,forest; shrub; artificial; riparian; coastal
sulawesi_crow,Forest,forest; artificial; riparian
small_crow,Forest,forest; artificial; riparian
sierra_madre_crow,Forest,forest; artificial; riparian
palawan_crow,Forest,forest
violet_crow,Forest,forest; artificial
flores_crow,Forest,forest
mariana_crow,Forest,forest
long_billed_crow,Forest,forest
white_billed_crow,Forest,forest; artificial
bougainville_crow,Forest,forest; artificial
brown_headed_crow,Forest,forest; coastal
grey_crow,Forest,forest; shrub; artificial
cape_crow,Grassland,savannah; grasslands; rocky_areas; desert; artificial
rook,Artificial,woodland; grasslands; artificial; riparian
american_crow,Savanna,forest; woodland; shrub; savannah; artificial; riparian; coastal; wetlands_lakes_marsh
northwestern_crow,Coastal,woodland; rocky_areas; artificial; riparian; coastal
tamaulipas_crow,Shrub,forest; woodland; shrub; artificial
sinaloa_crow,Forest,forest; artificial; coastal
fish_crow,Coastal,woodland; rocky_areas; artificial; riparian; coastal; wetlands_lakes_marsh
hispaniolan_palm_crow,Forest,forest; woodland; shrub; artificial; wetlands_lakes_marsh
cuban_palm_crow,Artificial,forest; artificial
jamaican_crow,Forest,forest; woodland; grasslands; artificial
cuban_crow,Forest,forest; woodland; artificial
white_necked_crow,Forest,forest; woodland; coastal
hawaiian_crow,Forest,forest; woodland; shrub
carrion_crow,Artificial,forest; woodland; grasslands; artificial; riparian; coastal; wetlands_lakes_marsh
hooded_crow,Artificial,woodland; artificial; coastal; wetlands_lakes_marsh
collared_crow,Shrub,shrub; artificial; riparian
large_billed_crow,Forest,forest; woodland; plains; artificial; riparian; coastal
jungle_crow,Woodland,forest; woodland; artificial
indian_jungle_crow,Woodland,forest; woodland; artificial
philippine_jungle_crow,Forest,forest; woodland; artificial
torresian_crow,Forest,forest; woodland; shrub; artificial; riparian; coastal
bismarck_crow,Forest,forest; artificial
little_crow,Shrub,forest; woodland; shrub; grasslands; desert; artificial; riparian
forest_raven,Woodland,forest; woodland; rocky_areas; artificial
little_raven,Shrub,woodland; shrub; artificial; coastal
australian_raven,Shrub,woodland; shrub; artificial; riparian; coastal
pied_crow,Woodland,forest; woodland; savannah; grasslands; desert; artificial; riparian; wetlands_lakes_marsh
brown_necked_raven,Desert,shrub; savannah; plains; rocky_areas; desert; artificial
somali_crow,Desert,savannah; desert; artificial
common_raven,Forest,forest; woodland; shrub; plains; rocky_areas; desert; artificial; coastal
chihuahuan_raven,Shrub,shrub; grasslands; desert; artificial
fan_tailed_raven,Grassland,savannah; grasslands; rocky_areas; desert; artificial
white_necked_raven,Rocky,forest; grasslands; rocky_areas; artificial
thick_billed_raven,Rocky,forest; shrub; savannah; grasslands; rocky_areas; artificial
white_winged_chough,Woodland,woodland; artificial
apostlebird,Shrub,woodland; shrub
lesser_melampitta,Forest,forest
greater_melampitta,Forest,forest
blue_capped_ifrit,Forest,forest
halmahera_paradise_crow,Forest,forest; shrub; artificial; coastal
obi_paradise_crow,Forest,forest; shrub; artificial
glossy_mantled_manucode,Forest,forest; woodland; shrub; savannah; artificial; riparian; coastal
tagula_manucode,Forest,forest; woodland; shrub; savannah; artificial; riparian; coastal
jobi_manucode,Forest,forest
crinkle_collared_manucode,Forest,forest
curl_crested_manucode,Forest,forest; shrub; savannah; coastal
trumpet_manucode,Forest,forest; coastal
long_tailed_paradigalla,Forest,forest
short_tailed_paradigalla,Forest,forest; shrub; artificial
arfak_astrapia,Forest,forest
splendid_astrapia,Forest,forest
ribbon_tailed_astrapia,Forest,forest
stephanies_astrapia,Forest,forest; shrub
huon_astrapia,Forest,forest
western_parotia,Forest,forest
carolas_parotia,Forest,forest; artificial
bronze_parotia,Forest,forest
lawess_parotia,Forest,forest; shrub; artificial
eastern_parotia,Forest,forest; shrub; artificial
wahness_parotia,Forest,forest
king_of_saxony_bird_of_paradise,Forest,forest
western_superb_bird_of_paradise,Forest,forest; artificial
central_superb_bird_of_paradise,Forest,forest; artificial
eastern_superb_bird_of_paradise,Forest,forest; rocky_areas; artificial
paradise_riflebird,Forest,forest
victorias_riflebird,Forest,forest; woodland; coastal; wetlands_lakes_marsh
magnificent_riflebird,Forest,forest; artificial; riparian; coastal; wetlands_lakes_marsh
